layer,air,stone,water,bedrock,andesite,diorite,dirt,granite,cave_air,gravel,coal_ore,grass_block,iron_ore,lava,sand,oak_leaves,sandstone,snow,redstone_ore,spruce_leaves,dark_oak_leaves,kelp_plant,birch_leaves,gold_ore,tall_seagrass,dark_oak_log,grass,seagrass,oak_planks,oak_log,infested_stone,kelp,lapis_ore,ice,diamond_ore,spruce_log,oak_fence,packed_ice,bubble_column,obsidian,birch_log,snow_block,rail,stone_bricks,cobblestone,red_mushroom_block,cobweb,clay,vine,tall_grass,mossy_stone_bricks,large_fern,emerald_ore,poppy,cracked_stone_bricks,mossy_cobblestone,magma_block,fern,dandelion,grass_path,acacia_leaves,brown_mushroom_block,spruce_planks,mushroom_stem,oak_stairs,lily_pad,dark_oak_planks,infested_stone_bricks,smooth_sandstone,azure_bluet,spruce_stairs,oxeye_daisy,rose_bush,cornflower,dead_bush,bone_block,dark_oak_stairs,lilac,stripped_spruce_log,white_tulip,pink_tulip,peony,allium,red_tulip,orange_tulip,sugar_cane,jungle_planks,stripped_spruce_wood,blue_ice,lily_of_the_valley,iron_bars,spruce_slab,cactus,acacia_log,spruce_fence,bookshelf,wall_torch,sweet_berry_bush,chest,spawner,chiseled_stone_bricks,farmland,cut_sandstone,sunflower,smooth_stone_slab,smooth_sandstone_slab,potatoes,oak_door,cobblestone_stairs,jungle_fence,glass_pane,sandstone_slab,jungle_stairs,pumpkin,iron_door,dark_oak_fence,birch_planks,jungle_slab,ladder,blue_orchid,dark_oak_slab,polished_granite,smooth_sandstone_stairs,white_terracotta,hay_block,stone_brick_stairs,oak_trapdoor,stone_button,lantern,spruce_door,brown_mushroom,wheat,red_mushroom,stripped_oak_log,jungle_button,dark_oak_trapdoor,spruce_trapdoor,oak_slab,terracotta,cobblestone_wall,torch,white_bed,white_carpet,stone_brick_slab,jungle_door,blue_bed,birch_stairs,birch_fence,carrots,furnace,birch_slab,diorite_wall,bricks,cauldron,sandstone_wall,bee_nest,end_portal_frame,composter,potted_cactus,yellow_bed,red_bed,light_gray_carpet,beetroots,sea_lantern,prismarine,green_bed,yellow_carpet,oak_pressure_plate,stripped_oak_wood,diorite_stairs,red_carpet,cyan_bed,infested_chiseled_stone_bricks,bell,dark_oak_door,jungle_trapdoor,lime_bed,crafting_table,infested_mossy_stone_bricks,lime_terracotta,polished_andesite,grindstone,oak_wall_sign,brewing_stand,redstone_torch,sandstone_stairs,lectern,stonecutter,cartography_table,loom,blast_furnace,melon_stem,fletching_table,potted_dead_bush,smooth_stone,potted_dandelion,white_wool,oak_fence_gate,spruce_fence_gate,white_glazed_terracotta,smithing_table,yellow_wool,blue_carpet,sea_pickle,smoker
55,0,2271939,1038733,0,141750,137112,108632,131709,79724,41785,36463,0,22210,376,41871,0,11342,21,0,0,0,9052,0,0,1659,3,0,1721,41,0,1236,2712,0,0,0,0,0,660,384,0,0,0,0,15,199,0,0,1213,0,1,10,3,0,3,5,47,1,0,0,0,0,0,50,0,17,0,70,0,0,0,3,0,0,0,0,28,30,0,0,0,0,0,0,0,0,0,0,0,44,0,0,3,0,0,7,0,0,0,5,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,1,4,0,0,0,0,3,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,2240282,1082104,0,139798,135421,111475,129057,74991,40242,35723,0,22073,882,36001,0,17033,64,0,0,0,7184,0,0,2191,3,0,2158,23,0,1283,2522,0,0,0,0,1,674,384,40,0,0,0,16,206,0,0,740,0,0,8,2,0,1,3,131,0,0,0,0,0,0,22,0,27,0,51,0,0,0,4,0,0,0,0,11,49,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,9,2191680,1108355,0,137316,131697,137079,126576,70577,40110,35244,0,21510,794,41730,0,25548,131,0,0,0,5540,0,0,1954,0,0,1166,27,0,1172,2064,0,0,0,0,5,668,384,28,0,0,0,12,114,0,0,1259,0,0,2,0,0,2,1,1,0,0,0,0,0,0,16,0,16,0,40,0,0,0,13,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,43,0,0,8,0,0,2,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,2101617,1139777,0,132015,125143,198813,121579,67175,40777,34232,63,21246,636,53768,0,33677,177,0,0,0,4533,0,0,1323,0,1,1153,23,0,1099,1537,0,0,0,0,0,653,384,0,0,0,0,18,106,0,0,1283,0,1,2,0,0,0,4,0,0,0,0,0,0,0,23,0,26,0,16,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,27,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1,1955806,1172521,0,122125,116296,317258,113918,63473,42315,31586,346,19355,470,81089,0,34630,317,0,0,0,3788,0,0,1389,0,0,1123,26,0,1143,1053,0,0,0,0,0,675,384,44,0,0,0,28,100,0,0,1530,0,1,6,0,0,0,3,36,0,0,0,0,0,0,21,0,25,0,3,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,7,1750616,1213524,0,109707,104206,450242,103269,59605,46482,28302,906,17627,674,134009,0,51949,418,0,0,0,3041,0,0,1624,3,21,1213,40,1,1295,901,0,0,0,0,6,769,384,0,0,0,0,20,101,0,0,1825,0,0,0,4,0,0,0,35,0,1,2,0,0,0,28,0,31,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,3,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,18,1571516,1278486,0,98178,96493,591437,93530,57718,37869,25660,2474,14079,766,134665,15,64341,532,0,0,0,0,0,0,2101,3,53,1531,50,3,1224,3144,0,797,0,10,1,924,384,0,1,0,0,13,64,0,0,4643,0,0,0,9,0,8,0,97,0,5,0,0,0,0,31,1,46,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1,1430041,1350183,0,90004,89278,512867,85573,64464,26945,23676,158348,6885,227,104090,47,79635,726,0,0,0,0,0,0,1182,26,162,2218,77,19,629,90,0,51952,0,9,4,1200,384,0,2,454,0,9,100,0,0,254,0,9,7,13,0,10,1,6,0,11,13,564,0,0,67,2,13,0,0,0,401,1,8,0,2,0,2,0,0,0,0,1,4,1,0,11,1,1,0,0,0,0,0,0,0,1,5,0,0,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1535337,1300917,4497,0,81311,79917,377167,77100,71073,21640,21283,268519,1220,310,82325,148,92922,41104,0,15,0,0,17,0,0,1424,13005,0,64,973,150,0,0,904,0,522,4,1422,0,0,362,780,0,4,213,0,0,44,219,560,7,324,0,518,1,18,0,346,343,511,0,0,62,43,5,1459,0,0,217,160,25,126,47,102,47,0,0,37,4,102,96,48,86,40,61,226,0,16,4,65,0,0,18,1,34,0,0,36,1,0,1,42,37,0,0,0,0,1,4,0,0,0,0,18,0,0,0,0,1,6,0,0,33,0,9,0,8,0,0,0,0,0,0,4,0,0,0,0,8,0,4,0,9,0,8,0,0,0,0,1,0,0,0,0,10,1,0,0,0,0,2,3,0,0,0,2,3,0,0,0,0,6,0,0,0,0,2,2,0,2,0,0,0,0,1,2,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
64,1809586,1183101,3328,0,73264,70802,402851,68396,59851,19321,19183,118272,0,153,56469,6166,78703,69456,0,2937,0,0,22,0,0,3441,21646,0,170,2454,0,0,0,289,0,1418,45,1561,0,0,886,840,0,4,221,83,0,0,572,1503,10,855,0,762,1,9,0,661,527,354,0,0,41,113,19,0,0,0,122,189,15,234,119,122,136,0,0,127,4,151,115,116,105,115,106,232,0,32,14,78,0,0,58,9,8,0,5,43,2,0,0,18,30,9,0,8,12,6,7,0,7,3,0,14,0,0,0,0,1,48,0,3,5,0,28,0,1,0,1,2,8,20,2,13,0,0,0,0,4,4,0,10,9,0,10,4,0,0,2,2,0,0,0,6,2,2,0,2,6,0,4,3,6,0,0,4,0,0,0,0,0,0,0,2,0,4,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0
65,1980509,1057316,3792,0,64741,62508,424048,59654,46784,17781,16861,133169,0,125,57770,21106,63808,30988,0,10199,36,0,2496,0,0,4766,8831,0,73,3200,0,0,0,527,0,1831,24,1630,0,0,1137,735,0,4,171,515,0,0,804,1281,3,809,0,389,0,18,0,298,239,228,0,0,28,133,37,3,0,0,129,97,9,80,111,62,52,0,0,129,0,35,61,90,72,39,53,101,0,15,13,21,2,8,37,13,4,0,27,33,3,0,0,27,30,16,0,4,15,10,5,0,16,7,0,8,0,0,0,0,2,8,0,4,3,11,17,0,0,0,3,3,1,3,1,13,0,0,0,0,6,0,5,4,0,0,2,2,0,0,0,2,0,0,0,2,2,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
66,2101996,932078,4081,0,56020,55330,424693,52597,39233,15303,14783,147574,0,128,58369,36550,49286,35639,0,16354,89,0,8638,0,0,6712,9666,0,77,3992,0,0,0,536,0,2309,14,1996,0,0,1423,776,0,4,306,891,0,0,910,706,0,592,0,366,0,114,0,326,255,320,63,0,22,167,49,0,0,0,95,117,2,140,93,95,71,0,0,82,0,64,88,37,65,42,62,33,0,15,8,36,0,2,23,20,12,0,29,18,3,0,0,0,18,7,0,76,5,8,7,0,24,34,0,10,0,0,0,0,2,2,0,0,9,8,5,0,16,0,1,2,3,14,0,17,29,0,0,4,16,1,2,4,4,0,1,0,0,0,5,1,0,0,0,0,0,2,0,1,0,2,0,0,3,0,0,0,4,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
67,2241723,808714,5142,0,48604,48207,406966,46334,36035,13337,13024,157973,0,78,56486,46350,36593,40533,0,20111,2439,0,14102,0,0,9107,10430,0,97,4678,0,0,0,598,0,2883,7,2101,0,0,1688,1159,0,4,220,1276,0,3,939,804,0,692,0,382,0,11,0,411,325,305,59,90,23,184,203,0,0,0,59,102,8,118,79,101,79,0,0,67,32,59,85,32,72,43,39,4,0,53,4,33,0,8,35,29,12,6,27,37,6,2,0,54,8,7,0,7,0,8,6,0,12,66,0,6,0,0,0,0,1,0,0,0,9,27,12,0,0,0,1,1,4,0,0,9,0,0,0,20,3,1,3,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2403530,699442,4243,0,42435,41424,373592,40266,34648,11942,11308,156392,0,213,52053,46557,26049,41358,0,22523,10646,0,17540,0,0,11590,12195,0,153,5116,0,0,0,775,0,3418,0,2400,0,0,1838,1543,0,0,104,1347,0,1,906,941,0,819,0,462,0,7,0,469,353,174,35,135,45,180,230,0,0,0,168,125,13,74,58,74,84,0,0,47,91,69,52,50,53,89,50,7,0,53,1,22,0,20,41,43,17,2,21,47,2,0,0,0,4,12,15,6,39,5,2,0,20,0,0,3,0,0,0,0,0,0,0,0,1,10,5,0,1,0,2,2,1,9,1,0,0,0,0,7,0,1,4,4,0,0,1,2,0,0,6,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2569220,613087,3519,0,38649,36223,316324,35088,31246,10590,9680,154348,0,167,44422,47137,17331,37267,0,28589,23157,0,17052,0,0,13206,12964,0,165,5121,0,0,0,317,0,3840,0,2657,0,0,1813,1822,0,0,87,1214,0,0,810,1209,0,853,0,468,0,1,0,432,329,37,202,405,83,177,231,0,0,0,50,86,8,36,76,88,97,0,0,58,66,79,46,67,48,77,67,7,0,55,6,23,3,48,46,50,12,0,13,24,2,0,0,0,23,25,0,4,0,0,2,0,6,0,0,8,0,0,0,0,0,0,0,0,3,16,0,0,0,0,10,9,1,0,0,0,15,0,0,0,1,2,1,8,9,0,1,4,0,0,0,4,0,0,0,2,0,1,0,0,0,0,4,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2734527,553267,3091,0,34829,33119,239796,31303,25697,9736,8504,142013,0,143,35521,50788,12056,41436,0,30551,31941,0,15105,0,0,13489,12679,0,69,5123,0,0,0,276,0,4094,5,2468,0,0,1712,1988,0,0,66,1078,0,0,726,1206,0,777,0,435,0,3,0,411,293,258,337,450,118,162,148,0,0,0,24,113,0,19,58,104,96,0,0,48,51,37,32,72,41,53,23,0,0,50,5,35,3,21,35,49,14,0,8,38,0,0,0,0,9,54,0,15,0,2,0,0,5,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,9,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
71,2896549,500939,1284,0,31271,30575,172944,28927,21214,9277,7755,123307,0,205,26952,52665,8041,45927,0,31926,34517,0,14274,0,0,12929,9501,0,77,5089,0,0,0,111,0,4275,0,2247,0,0,1603,1494,0,0,11,1005,0,0,643,997,0,722,0,296,0,1,0,538,241,356,498,296,101,161,117,1,0,0,19,96,16,23,43,69,74,0,0,28,32,44,63,64,38,54,28,0,0,37,4,28,0,45,44,48,16,0,5,28,0,0,0,18,9,47,0,14,0,2,0,0,8,0,0,5,0,0,0,0,0,0,0,0,1,6,0,0,0,0,10,3,1,0,0,0,3,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,3047585,453375,1689,0,27674,27928,158554,25196,15248,9095,6988,67770,0,120,18173,54146,5757,40640,0,35800,33790,0,13671,0,0,12482,7522,0,74,4895,0,0,0,59,0,4249,0,2030,0,0,1610,583,0,0,3,1011,0,0,534,860,0,653,0,350,0,0,0,405,189,226,474,270,115,149,73,0,0,0,13,56,4,41,56,50,67,0,0,32,51,38,40,38,39,45,84,2,0,34,0,12,0,37,36,42,13,0,10,18,0,0,0,0,4,18,0,2,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,1,1,4,0,0,0,0,0,9,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,3157770,407028,1746,0,24624,25258,148628,22354,12384,8559,6514,60324,0,34,11688,54189,4863,21460,0,35688,33597,0,13823,0,0,11635,3704,0,36,4430,0,0,0,72,0,3912,0,1796,0,0,1512,612,0,0,3,994,0,0,474,555,0,476,0,137,0,0,0,150,114,107,443,225,123,138,39,0,0,0,12,10,26,50,55,6,45,0,0,31,60,13,12,16,25,12,26,2,0,77,0,21,0,41,20,39,21,0,4,18,1,0,0,54,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,3243061,362383,1553,0,21594,22580,138759,19809,11627,8572,5660,57572,0,31,6779,50484,4330,19440,0,32858,33977,0,13783,0,0,10554,2600,0,24,3858,0,0,0,91,0,3585,0,1564,0,0,1416,345,0,1,2,881,0,0,459,283,0,299,0,144,0,0,0,164,79,229,424,315,97,119,39,0,0,0,14,6,3,37,43,15,43,0,0,9,38,11,20,9,6,8,15,2,0,37,0,12,0,26,16,30,14,0,1,9,1,0,0,0,4,0,0,0,38,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,3,7,2,11,0,0,0,0,0,0,0,4,1,0,0,0,0,4,0,0,5,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,3329188,316869,1486,0,18448,19255,131803,17514,10223,7396,4941,55282,0,27,3436,44675,3897,17373,0,29254,34157,0,13356,0,0,9214,2360,0,4,3442,0,0,0,0,0,3245,0,1310,0,0,1326,317,0,0,1,820,0,0,415,151,0,260,0,143,0,0,0,117,71,85,274,90,79,104,11,0,0,0,12,15,39,24,48,18,21,0,0,10,77,16,25,4,12,7,10,1,0,38,0,27,0,24,11,19,18,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,3414135,274535,2015,0,14903,15557,123768,15160,8761,7292,4520,50800,0,30,2290,39217,3486,15256,0,25900,32230,0,11912,0,0,7702,2007,0,0,2886,0,0,0,30,0,2819,0,1223,0,0,1200,302,0,0,2,706,0,0,406,90,0,203,0,151,0,0,0,71,50,59,316,315,96,79,0,0,0,0,12,8,7,14,34,15,11,6,0,15,97,11,23,24,2,4,6,1,0,25,8,26,0,10,10,16,24,0,4,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,1,0,0,0,0,0,7,5,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,4,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
77,3495422,243334,1840,0,10407,11229,108423,11394,8963,6426,4132,48796,0,31,1912,34909,3104,13073,0,23453,28144,0,10012,0,0,6111,1731,0,0,2527,0,0,0,51,0,2387,0,1071,0,0,1052,386,0,0,3,606,0,0,391,56,0,184,0,188,0,0,0,63,86,0,213,270,115,69,0,0,0,0,0,5,14,8,12,5,4,7,0,19,83,20,7,29,6,3,0,1,0,25,8,8,0,12,3,12,17,0,5,4,1,0,0,18,20,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
78,3574123,225722,1818,0,6090,6527,82418,6808,8031,5378,3553,47036,0,30,1814,32203,2684,11538,0,20135,22907,0,9358,0,0,4905,1478,0,0,2184,0,0,0,40,0,1970,0,935,0,0,882,326,0,0,2,544,0,0,365,22,0,164,0,116,0,0,0,54,55,0,133,180,102,51,0,0,0,0,0,3,0,19,5,3,2,7,0,23,51,24,4,10,4,7,2,3,0,6,4,2,0,20,1,8,10,0,2,2,0,0,0,0,8,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,3651242,209667,892,0,2518,2610,56900,3017,7175,3663,3069,43280,0,40,1772,28303,2269,10313,0,17338,17945,0,8412,0,0,3937,1353,0,0,1893,0,0,0,11,0,1680,0,825,0,0,773,275,0,0,2,398,0,0,372,14,0,132,0,114,0,0,0,59,44,0,186,135,93,36,0,0,0,0,0,4,9,0,16,10,1,6,0,18,38,10,2,4,0,1,0,3,0,4,4,4,0,27,2,6,4,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,3724796,188696,616,0,462,465,49874,583,5705,2860,2611,22596,0,36,1679,24917,1930,9244,0,14560,13759,0,7079,0,0,3114,1160,0,0,1609,0,0,0,3,0,1392,0,780,0,0,666,219,0,0,23,326,0,0,407,14,0,110,0,153,0,59,0,35,76,0,100,0,87,28,0,0,0,0,0,3,0,1,24,3,1,0,0,6,28,5,2,2,0,3,1,1,0,0,0,12,0,10,2,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,3767254,172967,376,0,1,1,43350,0,4427,2767,2394,19641,0,30,1540,21961,1602,7666,0,12086,10646,0,6017,0,0,2570,561,0,0,1343,0,0,0,0,0,1163,0,685,0,0,546,252,0,0,30,217,0,0,356,12,0,75,0,35,0,0,0,22,36,0,13,78,65,21,0,0,0,0,0,18,9,0,17,1,3,0,0,6,5,5,1,1,6,8,9,0,0,0,0,17,0,24,1,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,3802122,158197,522,0,0,0,37495,0,3612,2639,2172,16900,0,24,1335,19374,1337,6607,0,10195,8653,0,4811,0,0,2222,466,0,0,1101,0,0,0,0,0,966,0,596,0,0,452,285,0,0,28,144,0,0,301,14,0,49,0,62,0,0,0,18,37,0,0,135,14,19,0,0,0,0,0,4,0,0,10,1,2,0,0,7,0,0,0,1,1,2,4,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,3833059,144529,247,0,0,0,32316,0,3298,2506,1818,15382,0,27,1132,16704,1127,5758,0,8167,7270,0,3876,0,0,1910,356,0,0,915,0,0,0,14,0,776,0,536,0,0,389,267,0,0,26,123,0,0,223,12,0,49,0,52,0,0,0,8,30,0,0,0,0,18,0,0,0,0,0,4,0,0,2,0,2,0,0,1,0,0,0,3,0,3,4,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
