RollID,Campaign,Episode,Time,Player,Character,Type of Roll,D20?,Total Roll,Natural Roll,Crit?,Notes,Source
15902,The Mighty Nein,22,00:22:09,Laura,Jester,Perception,Yes,12,8,No,null,
15903,The Mighty Nein,22,00:23:39,Liam,Frumpkin,Stealth,Yes,8,4,No,null,
15904,The Mighty Nein,22,00:27:37,Travis,Fjord,Athletics,Yes,12,9,No,null,
15905,The Mighty Nein,22,00:28:08,Laura,Jester,Damage,No,10,null,No,Sacred Flame,
15906,The Mighty Nein,22,00:28:25,Sam,Nott,Attack,Yes,8,1,Yes,Hand Crossbow,
15907,The Mighty Nein,22,00:28:46,Taliesin,Molly,Attack,Yes,11,5,No,Scimitar,
15908,The Mighty Nein,22,00:28:49,Taliesin,Molly,Attack,Yes,8,2,No,Scimitar,
15909,The Mighty Nein,22,00:29:11,Liam,Caleb,Spell Attack,Yes,null,null,No,Disregarded due to disadvantage,
15910,The Mighty Nein,22,00:29:11,Liam,Caleb,Spell Attack,Yes,12,4,No,Fire Bolt with disadvantage,
15911,The Mighty Nein,22,00:29:15,Marisha,Beau,Attack,Yes,20,13,No,Staff,
15912,The Mighty Nein,22,00:29:18,Marisha,Beau,Damage,No,11,null,No,null,
15913,The Mighty Nein,22,00:29:21,Marisha,Beau,Attack,Yes,null,null,No,Staff,
15914,The Mighty Nein,22,00:29:25,Travis,Fjord,Spell Attack,Yes,20,13,No,Eldritch Blast,
15915,The Mighty Nein,22,00:29:25,Travis,Fjord,Spell Attack,Yes,24,17,No,Eldritch Blast,
15916,The Mighty Nein,22,00:29:27,Travis,Fjord,Damage,No,10,null,No,null,
15917,The Mighty Nein,22,00:29:27,Travis,Fjord,Damage,No,9,null,No,null,
15918,The Mighty Nein,22,00:29:33,Ashley,Yasha,Attack,Yes,10,4,No,Magician's Judge,
15919,The Mighty Nein,22,00:29:41,Ashley,Yasha,Attack,Yes,21,15,No,Magician's Judge,
15920,The Mighty Nein,22,00:30:17,Ashley,Yasha,Damage,No,10,null,No,null,
15921,The Mighty Nein,22,00:31:14,Liam,Frumpkin,Stealth,Yes,9,5,No,null,
15922,The Mighty Nein,22,00:32:12,Liam,Frumpkin,Perception,Yes,19,16,No,null,
15923,The Mighty Nein,22,00:33:37,Liam,Caleb,Stealth,Yes,12,11,No,null,
15924,The Mighty Nein,22,00:33:39,Ashley,Yasha,Stealth,Yes,13,null,No,null,
15925,The Mighty Nein,22,00:35:53,Liam,Caleb,Perception,Yes,11,8,No,null,
15926,The Mighty Nein,22,00:35:57,Ashley,Yasha,Perception,Yes,15,null,No,null,
15927,The Mighty Nein,22,00:41:55,Ashley,Yasha,Dexterity,Yes,null,null,No,Disregarded due to advantage,
15928,The Mighty Nein,22,00:41:55,Ashley,Yasha,Dexterity,Yes,16,14,No,With advantage,
15929,The Mighty Nein,22,00:50:34,Travis,Fjord,Stealth,Yes,2,2,No,null,
15930,The Mighty Nein,22,00:53:31,Travis,Fjord,Survival,Yes,13,15,No,null,
15931,The Mighty Nein,22,00:57:07,Marisha,Beau,Stealth,Yes,27,20,Yes,null,
15932,The Mighty Nein,22,00:57:11,Taliesin,Molly,Stealth,Yes,16,13,No,null,
15933,The Mighty Nein,22,00:57:17,Travis,Fjord,Stealth,Yes,19,19,No,null,
15934,The Mighty Nein,22,00:57:30,Liam,Caleb,Stealth,Yes,22,19,No,null,
15935,The Mighty Nein,22,00:57:34,Laura,Jester,Stealth,Yes,18,14,No,null,
15936,The Mighty Nein,22,00:57:38,Ashley,Yasha,Stealth,Yes,16,null,No,null,
15937,The Mighty Nein,22,01:00:36,Ashley,Yasha,Initiative,Yes,21,19,No,null,
15938,The Mighty Nein,22,01:00:56,Marisha,Beau,Initiative,Yes,12,8,No,null,
15939,The Mighty Nein,22,01:01:09,Taliesin,Molly,Initiative,Yes,7,4,No,null,
15940,The Mighty Nein,22,01:01:09,Laura,Jester,Initiative,Yes,8,4,No,null,
15941,The Mighty Nein,22,01:01:09,Liam,Caleb,Initiative,Yes,6,5,No,null,
15942,The Mighty Nein,22,01:01:19,Travis,Fjord,Initiative,Yes,3,3,No,null,
15943,The Mighty Nein,22,01:01:30,Sam,Nott,Initiative,Yes,5,1,Yes,null,
15944,The Mighty Nein,22,01:03:42,Marisha,Beau,Attack,Yes,20,13,No,Staff,
15945,The Mighty Nein,22,01:03:48,Marisha,Beau,Attack,Yes,15,8,No,Staff,
15946,The Mighty Nein,22,01:03:55,Marisha,Beau,Damage,No,8,null,No,null,
15947,The Mighty Nein,22,01:04:06,Marisha,Beau,Attack,Yes,8,1,Yes,Unarmed Strike,
15948,The Mighty Nein,22,01:04:13,Marisha,Beau,Attack,Yes,24,17,No,Unarmed Strike,
15949,The Mighty Nein,22,01:04:26,Marisha,Beau,Damage,No,10,null,No,null,
15950,The Mighty Nein,22,01:05:42,Laura,Jester,Spell Attack,Yes,null,null,No,Spiritual Weapon,
15951,The Mighty Nein,22,01:06:11,Laura,Jester,Damage,No,7,null,No,Toll the Dead,
15952,The Mighty Nein,22,01:08:39,Travis,Fjord,Attack,Yes,14,6,No,Wastehunter Falchion,
15953,The Mighty Nein,22,01:08:59,Travis,Fjord,Damage,No,18,null,No,null,
15954,The Mighty Nein,22,01:10:23,Ashley,Yasha,Attack,Yes,18,12,No,Magician's Judge,
15955,The Mighty Nein,22,01:10:58,Ashley,Yasha,Damage,No,19,null,No,null,
15956,The Mighty Nein,22,01:11:25,Ashley,Yasha,Attack,Yes,8,2,No,Magician's Judge,
15957,The Mighty Nein,22,01:12:34,Marisha,Beau,Strength,Yes,10,10,No,null,
15958,The Mighty Nein,22,01:14:51,Travis,Fjord,Strength,Yes,17,17,No,null,
15959,The Mighty Nein,22,01:15:50,Travis,Fjord,Constitution Save,Yes,24,19,No,Concentration with advantage,
15960,The Mighty Nein,22,01:15:51,Travis,Fjord,Constitution Save,Yes,null,null,No,Disregarded due to advantage,
15961,The Mighty Nein,22,01:15:51,Travis,Fjord,Constitution Save,Yes,15,10,No,Concentration with advantage,
15962,The Mighty Nein,22,01:15:59,Travis,Fjord,Constitution Save,Yes,null,null,No,Disregarded due to advantage,
15963,The Mighty Nein,22,01:16:03,Travis,Fjord,Constitution Save,Yes,null,null,No,Disregarded due to advantage,
15964,The Mighty Nein,22,01:16:03,Travis,Fjord,Constitution Save,Yes,18,13,No,Concentration with advantage,
15965,The Mighty Nein,22,01:17:13,Marisha,Beau,Dexterity Save,Yes,8,1,Yes,Against Call Lightning,
15966,The Mighty Nein,22,01:18:31,Marisha,Beau,Attack,Yes,15,8,No,Unarmed Strike,
15967,The Mighty Nein,22,01:18:39,Marisha,Beau,Attack,Yes,12,5,No,Unarmed Strike,
15968,The Mighty Nein,22,01:18:50,Marisha,Beau,Damage,No,7,null,No,null,
15969,The Mighty Nein,22,01:19:33,Laura,Jester,Spell Attack,Yes,15,8,No,Spiritual Weapon,
15970,The Mighty Nein,22,01:19:46,Laura,Jester,Damage,No,11,null,No,HDYWTDT,
15971,The Mighty Nein,22,01:22:14,Liam,Caleb,Spell Attack,Yes,null,null,No,Disregarded due to disadvantage,
15972,The Mighty Nein,22,01:22:14,Liam,Caleb,Spell Attack,Yes,15,7,No,Glove of Scorching Ray with disadvantage,
15973,The Mighty Nein,22,01:22:20,Liam,Caleb,Spell Attack,Yes,null,null,No,Disregarded due to disadvantage,
15974,The Mighty Nein,22,01:22:20,Liam,Caleb,Spell Attack,Yes,14,6,No,Glove of Scorching Ray with disadvantage,
15975,The Mighty Nein,22,01:22:26,Liam,Caleb,Spell Attack,Yes,null,null,No,Disregarded due to disadvantage,
15976,The Mighty Nein,22,01:22:26,Liam,Caleb,Spell Attack,Yes,14,6,No,Glove of Scorching Ray with disadvantage,
15977,The Mighty Nein,22,01:22:51,Liam,Caleb,Damage,No,6,null,No,null,
15978,The Mighty Nein,22,01:23:46,Taliesin,Molly,Attack,Yes,17,11,No,Scimitar,
15979,The Mighty Nein,22,01:23:48,Taliesin,Molly,Attack,Yes,null,null,No,Scimitar,
15980,The Mighty Nein,22,01:23:52,Taliesin,Molly,Attack,Yes,16,10,No,Scimitar,
15981,The Mighty Nein,22,01:24:01,Taliesin,Molly,Damage,No,8,null,No,null,
15982,The Mighty Nein,22,01:24:07,Taliesin,Molly,Damage,No,9,null,No,null,
15983,The Mighty Nein,22,01:26:18,Ashley,Yasha,Attack,Yes,18,12,No,Magician's Judge with disadvantage,
15984,The Mighty Nein,22,01:26:18,Ashley,Yasha,Attack,Yes,27,20,Yes,Disregarded due to disadvantage,
15985,The Mighty Nein,22,01:26:48,Ashley,Yasha,Damage,No,19,null,No,null,
15986,The Mighty Nein,22,01:27:02,Ashley,Yasha,Attack,Yes,15,9,No,Magician's Judge with disadvantage,
15987,The Mighty Nein,22,01:27:02,Ashley,Yasha,Attack,Yes,null,null,No,Disregarded due to disadvantage,
15988,The Mighty Nein,22,01:27:11,Ashley,Yasha,Damage,No,15,null,No,null,
15989,The Mighty Nein,22,01:28:10,Ashley,Yasha,Dexterity Save,Yes,10,8,No,Against Call Lightning,
15990,The Mighty Nein,22,01:31:34,Taliesin,Molly,Damage,No,3,null,No,Blood Curse of the Eyeless (amplified),
15991,The Mighty Nein,22,01:32:36,Marisha,Beau,Death Save,Yes,17,17,No,Beau succeeds one death save,
15992,The Mighty Nein,22,01:33:21,Laura,Jester,Healing,No,11,null,No,Healing Word (2nd)- Beau heals 11 points- is conscious,
15993,The Mighty Nein,22,01:35:37,Taliesin,Molly,Attack,Yes,11,5,No,Scimitar,
15994,The Mighty Nein,22,01:35:42,Taliesin,Molly,Attack,Yes,24,18,No,Scimitar,
15995,The Mighty Nein,22,01:35:50,Taliesin,Molly,Damage,No,9,null,No,null,
15996,The Mighty Nein,22,01:36:00,Taliesin,Molly,Attack,Yes,23,17,No,Scimitar,
15997,The Mighty Nein,22,01:36:04,Taliesin,Molly,Damage,No,10,null,No,HDYWTDT,
15998,The Mighty Nein,22,01:36:30,Taliesin,Molly,Attack,Yes,null,null,No,Scimitar,
15999,The Mighty Nein,22,01:37:17,Sam,Nott,Other,No,null,null,No,To see if she enters the water,
16000,The Mighty Nein,22,01:37:38,Travis,Fjord,Damage,No,4,null,No,Booming Blade- Disregarded,
16001,The Mighty Nein,22,01:38:43,Travis,Fjord,Attack,Yes,null,null,No,Disregarded due to advantage,
16002,The Mighty Nein,22,01:38:43,Travis,Fjord,Attack,Yes,15,7,No,Wastehunter Falchion with advantage,
16003,The Mighty Nein,22,01:38:53,Travis,Fjord,Attack,Yes,null,null,No,Disregarded due to advantage,
16004,The Mighty Nein,22,01:38:53,Travis,Fjord,Attack,Yes,24,16,No,Wastehunter Falchion with advantage,
16005,The Mighty Nein,22,01:39:05,Travis,Fjord,Damage,No,21,null,No,null,
16006,The Mighty Nein,22,01:39:15,Travis,Fjord,Damage,No,17,null,No,HDYWTDT,
16007,The Mighty Nein,22,01:39:48,Travis,Fjord,Other,No,20,20,Yes,Blink,
16008,The Mighty Nein,22,01:40:23,Ashley,Yasha,Attack,Yes,null,null,No,Disregarded due to disadvantage,
16009,The Mighty Nein,22,01:40:23,Ashley,Yasha,Attack,Yes,13,7,No,Magician's Judge with disadvantage,
16010,The Mighty Nein,22,01:40:59,Travis,Fjord,Healing,No,13,null,No,Hexblade's Curse- Fjordheals 13 points,
16011,The Mighty Nein,22,01:41:03,Ashley,Yasha,Damage,No,14,null,No,null,
16012,The Mighty Nein,22,01:41:16,Ashley,Yasha,Attack,Yes,null,null,No,Disregarded due to disadvantage,
16013,The Mighty Nein,22,01:41:16,Ashley,Yasha,Attack,Yes,null,null,No,Magician's Judge with disadvantage,
16014,The Mighty Nein,22,01:43:16,Ashley,Yasha,Dexterity Save,Yes,14,12,No,Against Call Lightning,
16015,The Mighty Nein,22,01:44:45,Ashley,Yasha,Strength,Yes,10,7,No,With advantage,
16016,The Mighty Nein,22,01:44:45,Ashley,Yasha,Strength,Yes,null,null,No,Disregarded due to advantage,
16017,The Mighty Nein,22,01:45:47,Liam,Caleb,d20,Yes,2,2,No,Fragment of Possibility,
16018,The Mighty Nein,22,01:47:22,Marisha,Beau,Athletics,Yes,15,10,No,null,
16019,The Mighty Nein,22,01:47:54,Marisha,Beau,Attack,Yes,27,20,Yes,Staff,
16020,The Mighty Nein,22,01:48:06,Marisha,Beau,Damage,No,18,null,No,null,
16021,The Mighty Nein,22,01:48:29,Marisha,Beau,Attack,Yes,10,3,No,Staff,
16022,The Mighty Nein,22,01:49:21,Laura,Jester,Spell Attack,Yes,8,1,Yes,Disregarded due to advantage,
16023,The Mighty Nein,22,01:49:21,Laura,Jester,Spell Attack,Yes,11,4,No,Inflict Wounds (1st) with advantage,
16024,The Mighty Nein,22,01:50:24,Laura,Jester,Spell Attack,Yes,null,null,No,Spiritual Weapon,
16025,The Mighty Nein,22,01:50:29,Laura,Jester,Damage,No,11,null,No,null,
16026,The Mighty Nein,22,01:51:01,Liam,Caleb,Spell Attack,Yes,null,null,No,Disregarded due to disadvantage,
16027,The Mighty Nein,22,01:51:01,Liam,Caleb,Spell Attack,Yes,10,2,No,Fire Bolt with disadvantage,
16028,The Mighty Nein,22,01:51:24,Ashley,Yasha,Damage,No,8,null,No,HDYWTDT,
16029,The Mighty Nein,22,01:52:22,Taliesin,Molly,Attack,Yes,14,8,No,Scimitar,
16030,The Mighty Nein,22,01:52:24,Taliesin,Molly,Attack,Yes,26,20,Yes,Scimitar,
16031,The Mighty Nein,22,01:52:37,Taliesin,Molly,Damage,No,9,null,No,null,
16032,The Mighty Nein,22,01:52:43,Taliesin,Molly,Damage,No,11,null,No,null,
16033,The Mighty Nein,22,01:52:54,Taliesin,Molly,Attack,Yes,10,4,No,Scimitar,
16034,The Mighty Nein,22,01:52:54,Taliesin,Molly,Attack,Yes,19,13,No,Scimitar,
16035,The Mighty Nein,22,01:53:02,Taliesin,Molly,Damage,No,11,null,No,null,
16036,The Mighty Nein,22,01:54:22,Travis,Fjord,Spell Attack,Yes,18,11,No,Eldritch Blast,
16037,The Mighty Nein,22,01:54:34,Travis,Fjord,Damage,No,12,null,No,null,
16038,The Mighty Nein,22,01:54:44,Travis,Fjord,Spell Attack,Yes,22,15,No,Eldritch Blast,
16039,The Mighty Nein,22,01:54:49,Travis,Fjord,Damage,No,7,null,No,HDYWTDT,
16040,The Mighty Nein,22,01:55:23,Travis,Fjord,Other,No,13,13,No,Blink,
16041,The Mighty Nein,22,01:57:12,Marisha,Beau,Attack,Yes,10,3,No,Staff Reaction,
16042,The Mighty Nein,22,01:57:30,Liam,Caleb,Constitution Save,Yes,8,6,No,Concentration,
16043,The Mighty Nein,22,01:59:34,Ashley,Yasha,Dexterity Save,Yes,18,16,No,Against Call Lightning,
16044,The Mighty Nein,22,02:00:40,Marisha,Beau,Attack,Yes,null,null,No,Disregarded due to advantage,
16045,The Mighty Nein,22,02:00:40,Marisha,Beau,Attack,Yes,14,7,No,Staff with advantage,
16046,The Mighty Nein,22,02:00:50,Marisha,Beau,Damage,No,12,null,No,null,
16047,The Mighty Nein,22,02:00:58,Marisha,Beau,Attack,Yes,null,null,No,Disregarded due to advantage,
16048,The Mighty Nein,22,02:00:58,Marisha,Beau,Attack,Yes,18,11,No,Staff with advantage,
16049,The Mighty Nein,22,02:01:02,Marisha,Beau,Damage,No,5,null,No,null,
16050,The Mighty Nein,22,02:01:45,Marisha,Beau,Attack,Yes,20,13,No,Unarmed Strike with advantage,
16051,The Mighty Nein,22,02:01:45,Marisha,Beau,Attack,Yes,null,null,No,Disregarded due to advantage,
16052,The Mighty Nein,22,02:01:54,Marisha,Beau,Attack,Yes,12,5,No,Unarmed Strike with advantage,
16053,The Mighty Nein,22,02:01:54,Marisha,Beau,Attack,Yes,null,null,No,Disregarded due to advantage,
16054,The Mighty Nein,22,02:02:05,Marisha,Beau,Damage,No,7,null,No,HDYWTDT,
16055,The Mighty Nein,22,02:03:09,Laura,Jester,Healing,No,12,null,No,Cure Wounds (2nd)- Caleb heals 12 points,
16056,The Mighty Nein,22,02:05:18,Travis,Fjord,Other,No,16,16,No,Blink,
16057,The Mighty Nein,22,02:07:05,Liam,Caleb,Damage,No,6,null,No,Maximilian's Earthen Grasp,
16058,The Mighty Nein,22,02:07:38,Marisha,Beau,Constitution Save,Yes,17,14,No,Against Thunderwave (2nd),
16059,The Mighty Nein,22,02:07:43,Liam,Caleb,Constitution Save,Yes,8,6,No,Against Thunderwave (2nd)- Caleb is unconscious,
16060,The Mighty Nein,22,02:09:09,Marisha,Beau,Attack,Yes,16,9,No,Unarmed Strike with disadvantage,
16061,The Mighty Nein,22,02:09:09,Marisha,Beau,Attack,Yes,21,14,No,Disregarded due to disadvantage,
16062,The Mighty Nein,22,02:09:21,Marisha,Beau,Damage,No,10,null,No,null,
16063,The Mighty Nein,22,02:09:27,Marisha,Beau,Attack,Yes,16,9,No,Unarmed Strike with disadvantage,
16064,The Mighty Nein,22,02:09:27,Marisha,Beau,Attack,Yes,16,9,No,Disregarded due to disadvantage,
16065,The Mighty Nein,22,02:09:33,Marisha,Beau,Damage,No,12,null,No,null,
16066,The Mighty Nein,22,02:09:48,Marisha,Beau,Attack,Yes,9,2,No,Unarmed Strike,
16067,The Mighty Nein,22,02:10:43,Laura,Jester,Spell Attack,Yes,11,4,No,Inflict Wounds (3rd),
16068,The Mighty Nein,22,02:11:25,Laura,Jester,Spell Attack,Yes,8,1,Yes,Spiritual Weapon,
16069,The Mighty Nein,22,02:12:02,Liam,Caleb,Death Save,Yes,6,6,No,Caleb fails one death save,
16070,The Mighty Nein,22,02:12:30,Taliesin,Molly,Athletics,Yes,10,10,No,null,
16071,The Mighty Nein,22,02:13:55,Travis,Fjord,Religion,Yes,21,19,No,null,
16072,The Mighty Nein,22,02:14:10,Sam,Nott,Attack,Yes,20,13,No,Hand Crossbow Burning Bolt,
16073,The Mighty Nein,22,02:14:41,Sam,Nott,Damage,No,24,null,No,With Fury of the Small,
16074,The Mighty Nein,22,02:15:10,Sam,Nott,Attack,Yes,22,15,No,Hand Crossbow,
16075,The Mighty Nein,22,02:15:16,Sam,Nott,Damage,No,8,null,No,null,
16076,The Mighty Nein,22,02:15:44,Travis,Fjord,Spell Attack,Yes,10,3,No,Eldritch Blast,
16077,The Mighty Nein,22,02:15:49,Travis,Fjord,Spell Attack,Yes,14,7,No,Eldritch Blast,
16078,The Mighty Nein,22,02:16:09,Travis,Fjord,Other,No,null,null,No,Blink,
16079,The Mighty Nein,22,02:17:26,Ashley,Yasha,Attack,Yes,null,null,No,Disregarded due to disadvantage,
16080,The Mighty Nein,22,02:17:26,Ashley,Yasha,Attack,Yes,18,12,No,Magician's Judge with disadvantage,
16081,The Mighty Nein,22,02:17:43,Ashley,Yasha,Damage,No,12,null,No,null,
16082,The Mighty Nein,22,02:17:54,Ashley,Yasha,Attack,Yes,null,null,No,Disregarded due to disadvantage,
16083,The Mighty Nein,22,02:17:54,Ashley,Yasha,Attack,Yes,20,14,No,Magician's Judge with disadvantage,
16084,The Mighty Nein,22,02:18:02,Ashley,Yasha,Damage,No,12,null,No,null,
16085,The Mighty Nein,22,02:20:58,Ashley,Yasha,Attack,Yes,16,10,No,Magician's Judge AoO with disadvantage,
16086,The Mighty Nein,22,02:20:58,Ashley,Yasha,Attack,Yes,21,15,No,Disregarded due to disadvantage,
16087,The Mighty Nein,22,02:21:06,Laura,Jester,Attack,Yes,15,8,No,Handaxe AoO,
16088,The Mighty Nein,22,02:21:19,Laura,Jester,Damage,No,5,null,No,HDYWTDT,
16089,The Mighty Nein,22,02:21:19,Ashley,Yasha,Damage,No,9,null,No,HDYWTDT,
16090,The Mighty Nein,22,02:22:16,Liam,Caleb,Death Save,Yes,11,11,No,Caleb succeeds one death save,
16091,The Mighty Nein,22,02:22:30,Laura,Jester,Healing,No,12,null,No,Cure Wounds- Caleb heals 12 points- is conscious,
16092,The Mighty Nein,22,02:25:17,Laura,Jester,Healing,No,8,null,No,Prayer of Healing (3rd)- All hurt heal 8 points,
16093,The Mighty Nein,22,02:26:46,Sam,Nott,Investigation,Yes,null,null,No,Disregarded due to disadvantage,
16094,The Mighty Nein,22,02:26:46,Sam,Nott,Investigation,Yes,8,2,No,With disadvantage,
16095,The Mighty Nein,22,02:30:47,Laura,Jester,Investigation,Yes,4,3,No,null,
16096,The Mighty Nein,22,02:31:52,Travis,Fjord,Investigation,Yes,14,9,No,null,
16097,The Mighty Nein,22,02:39:25,Laura,Jester,Investigation,Yes,11,10,No,null,
16098,The Mighty Nein,22,02:39:33,Taliesin,Molly,Investigation,Yes,11,11,No,null,
16099,The Mighty Nein,22,02:41:17,Marisha,Beau,Investigation,Yes,10,5,No,null,
16100,The Mighty Nein,22,02:42:12,Sam,Nott,Thieves' Tools,Yes,18,11,No,With disadvantage,
16101,The Mighty Nein,22,02:42:12,Sam,Nott,Thieves' Tools,Yes,19,12,No,Disregarded due to disadvantage,
16102,The Mighty Nein,22,02:45:03,Ashley,Yasha,Investigation,Yes,13,null,No,null,
16103,The Mighty Nein,22,02:45:50,Marisha,Beau,Investigation,Yes,23,18,No,null,
16104,The Mighty Nein,22,02:50:30,Sam,Nott,Investigation,Yes,null,null,No,Disregarded due to disadvantage,
16105,The Mighty Nein,22,02:50:30,Sam,Nott,Investigation,Yes,7,1,Yes,With disadvantage,
16106,The Mighty Nein,22,02:50:43,Sam,Nott,Thieves' Tools,Yes,null,null,No,Disregarded due to disadvantage,
16107,The Mighty Nein,22,02:50:43,Sam,Nott,Thieves' Tools,Yes,17,10,No,With disadvantage,
16108,The Mighty Nein,22,02:54:25,Marisha,Beau,Investigation,Yes,null,null,No,Disregarded due to advantage,
16109,The Mighty Nein,22,02:54:25,Marisha,Beau,Investigation,Yes,15,10,No,With advantage,
16110,The Mighty Nein,22,03:09:07,Travis,Fjord,Intelligence,Yes,16,14,No,null,
16111,The Mighty Nein,22,03:09:59,Liam,Caleb,Investigation,Yes,12,4,No,null,
16112,The Mighty Nein,22,03:13:54,Liam,Caleb,History,Yes,null,null,No,Disregarded due to advantage,
16113,The Mighty Nein,22,03:13:54,Liam,Caleb,History,Yes,13,5,No,With advantage,
16114,The Mighty Nein,22,03:22:16,Laura,Jester,Healing,No,12,null,No,Cure Wounds (1st)- Beau heals 12 points,
16115,The Mighty Nein,22,03:22:16,Laura,Jester,Healing,No,12,null,No,Cure Wounds (1st)- Caleb heals 12 points,
16116,The Mighty Nein,23,00:15:00,Liam,Caleb,Survival,Yes,15,12,No,null,
16117,The Mighty Nein,23,00:16:34,Taliesin,Molly,Nature,Yes,3,3,No,null,
16118,The Mighty Nein,23,00:16:46,Marisha,Beau,Perception,Yes,10,7,No,null,
16119,The Mighty Nein,23,00:17:06,Sam,Nott,Investigation,Yes,8,2,No,null,
16120,The Mighty Nein,23,00:19:07,Liam,Caleb,Survival,Yes,9,6,No,null,
16121,The Mighty Nein,23,00:23:50,Sam,Nott,Stealth,Yes,null,null,No,Disregarded due to advantage,
16122,The Mighty Nein,23,00:23:50,Sam,Nott,Stealth,Yes,22,13,No,With advantage,
16123,The Mighty Nein,23,00:26:54,Sam,Nott,Intelligence,Yes,11,8,No,null,
16124,The Mighty Nein,23,00:28:35,Sam,Nott,Stealth,Yes,35,16,No,With advantage,
16125,The Mighty Nein,23,00:28:35,Sam,Nott,Stealth,Yes,null,null,No,Disregarded due to advantage,
16126,The Mighty Nein,23,00:29:49,Sam,Nott,Damage,No,2,null,No,Dynamite,
16127,The Mighty Nein,23,00:30:22,Sam,Nott,Dexterity Save,Yes,11,4,No,null,
16128,The Mighty Nein,23,00:31:24,Liam,Caleb,Initiative,Yes,21,20,Yes,null,
16129,The Mighty Nein,23,00:31:25,Sam,Nott,Initiative,Yes,20,16,No,null,
16130,The Mighty Nein,23,00:31:48,Taliesin,Molly,Initiative,Yes,19,16,No,null,
16131,The Mighty Nein,23,00:31:54,Marisha,Beau,Initiative,Yes,14,10,No,null,
16132,The Mighty Nein,23,00:31:55,Ashley,Yasha,Initiative,Yes,12,10,No,null,
16133,The Mighty Nein,23,00:32:02,Laura,Jester,Initiative,Yes,7,3,No,null,
16134,The Mighty Nein,23,00:32:07,Travis,Fjord,Initiative,Yes,4,4,No,null,
16135,The Mighty Nein,23,00:32:27,Liam,Caleb,Spell Attack,Yes,28,20,Yes,Fire Bolt,
16136,The Mighty Nein,23,00:32:43,Liam,Caleb,Damage,No,11,null,No,null,
16137,The Mighty Nein,23,00:33:27,Sam,Nott,Attack,Yes,9,2,No,Hand Crossbow with disadvantage,
16138,The Mighty Nein,23,00:33:27,Sam,Nott,Attack,Yes,null,null,No,Disregarded due to disadvantage,
16139,The Mighty Nein,23,00:33:45,Sam,Nott,Attack,Yes,null,null,No,Disregarded due to disadvantage,
16140,The Mighty Nein,23,00:33:45,Sam,Nott,Attack,Yes,13,6,No,Hand Crossbow with disadvantage,
16141,The Mighty Nein,23,00:35:45,Marisha,Beau,Attack,Yes,null,null,No,Disregarded due to disadvantage,
16142,The Mighty Nein,23,00:35:45,Marisha,Beau,Attack,Yes,19,12,No,Throwing Star with disadvantage,
16143,The Mighty Nein,23,00:35:54,Marisha,Beau,Attack,Yes,27,20,Yes,Disregarded due to disadvantage,
16144,The Mighty Nein,23,00:35:54,Marisha,Beau,Attack,Yes,14,7,No,Throwing Star with disadvantage,
16145,The Mighty Nein,23,00:36:03,Marisha,Beau,Damage,No,4,null,No,null,
16146,The Mighty Nein,23,00:37:47,Laura,Jester,Spell Attack,Yes,null,null,No,Disregarded due to advantage,
16147,The Mighty Nein,23,00:37:47,Laura,Jester,Spell Attack,Yes,25,19,No,Spiritual Weapon with advantage,
16148,The Mighty Nein,23,00:37:56,Laura,Jester,Damage,No,12,null,No,null,
16149,The Mighty Nein,23,00:38:08,Travis,Fjord,Spell Attack,Yes,null,null,No,Disregarded due to disadvantage,
16150,The Mighty Nein,23,00:38:39,Laura,Jester,Damage,No,14,null,No,Toll the Dead,
16151,The Mighty Nein,23,00:39:08,Travis,Fjord,Spell Attack,Yes,10,3,No,Eldritch Blast with disadvantage,
16152,The Mighty Nein,23,00:39:12,Travis,Fjord,Spell Attack,Yes,null,null,No,Disregarded due to disadvantage,
16153,The Mighty Nein,23,00:39:12,Travis,Fjord,Spell Attack,Yes,19,12,No,Eldritch Blast with disadvantage,
16154,The Mighty Nein,23,00:39:20,Travis,Fjord,Damage,No,11,null,No,null,
16155,The Mighty Nein,23,00:39:50,Liam,Caleb,Dexterity,Yes,7,6,No,null,
16156,The Mighty Nein,23,00:41:12,Marisha,Beau,Constitution Save,Yes,16,13,No,Against Venom Spray,
16157,The Mighty Nein,23,00:41:18,Ashley,Yasha,Constitution Save,Yes,11,6,No,Against Venom Spray,
16158,The Mighty Nein,23,00:42:43,Liam,Caleb,Damage,No,11,null,No,Magic Missile,
16159,The Mighty Nein,23,00:42:56,Sam,Nott,Attack,Yes,11,4,No,Hand Crossbow,
16160,The Mighty Nein,23,00:43:29,Sam,Nott,Attack,Yes,26,19,No,Hand Crossbow,
16161,The Mighty Nein,23,00:43:37,Sam,Nott,Damage,No,6,null,No,null,
16162,The Mighty Nein,23,00:45:04,Taliesin,Molly,Athletics,Yes,4,4,No,null,
16163,The Mighty Nein,23,00:46:16,Marisha,Beau,Dexterity,Yes,8,4,No,null,
16164,The Mighty Nein,23,00:47:47,Ashley,Yasha,Dexterity,Yes,7,5,No,null,
16165,The Mighty Nein,23,00:48:30,Ashley,Yasha,Constitution Save,Yes,17,12,No,Against Poisoned- Yasha is no longer poisoned,
16166,The Mighty Nein,23,00:48:30,Laura,Jester,Spell Attack,Yes,14,7,No,Spiritual Weapon,
16167,The Mighty Nein,23,00:49:22,Laura,Jester,Spell Attack,Yes,10,3,No,Guiding Bolt (3rd),
