Stage_1,Stage_2,Stage_3,pokedex_number,gen_introduced,dimension,stage_1_values,stage_2_values,stage_3_values,dimension_type
Gible,Gabite,Garchomp,443,4,height,7,14,19,Physical Dimensions
Gible,Gabite,Garchomp,443,4,weight,205,560,950,Physical Dimensions
Riolu,Lucario,,447,4,hp,40,70,,Combat Factors
Riolu,Lucario,,447,4,attack,70,110,,Combat Factors
Riolu,Lucario,,447,4,defense,40,70,,Combat Factors
Riolu,Lucario,,447,4,special_attack,35,115,,Combat Factors
Riolu,Lucario,,447,4,special_defense,40,70,,Combat Factors
Riolu,Lucario,,447,4,speed,60,90,,Combat Factors
Riolu,Lucario,,447,4,height,7,12,,Physical Dimensions
Riolu,Lucario,,447,4,weight,202,540,,Physical Dimensions
Hippopotas,Hippowdon,,449,4,hp,68,108,,Combat Factors
Hippopotas,Hippowdon,,449,4,attack,72,112,,Combat Factors
Hippopotas,Hippowdon,,449,4,defense,78,118,,Combat Factors
Hippopotas,Hippowdon,,449,4,special_attack,38,68,,Combat Factors
Hippopotas,Hippowdon,,449,4,special_defense,42,72,,Combat Factors
Hippopotas,Hippowdon,,449,4,speed,32,47,,Combat Factors
Hippopotas,Hippowdon,,449,4,height,8,20,,Physical Dimensions
Hippopotas,Hippowdon,,449,4,weight,495,3000,,Physical Dimensions
Skorupi,Drapion,,451,4,hp,40,70,,Combat Factors
Skorupi,Drapion,,451,4,attack,50,90,,Combat Factors
Skorupi,Drapion,,451,4,defense,90,110,,Combat Factors
Skorupi,Drapion,,451,4,special_attack,30,60,,Combat Factors
Skorupi,Drapion,,451,4,special_defense,55,75,,Combat Factors
Skorupi,Drapion,,451,4,speed,65,95,,Combat Factors
Skorupi,Drapion,,451,4,height,8,13,,Physical Dimensions
Skorupi,Drapion,,451,4,weight,120,615,,Physical Dimensions
Croagunk,Toxicroak,,453,4,hp,48,83,,Combat Factors
Croagunk,Toxicroak,,453,4,attack,61,106,,Combat Factors
Croagunk,Toxicroak,,453,4,defense,40,65,,Combat Factors
Croagunk,Toxicroak,,453,4,special_attack,61,86,,Combat Factors
Croagunk,Toxicroak,,453,4,special_defense,40,65,,Combat Factors
Croagunk,Toxicroak,,453,4,speed,50,85,,Combat Factors
Croagunk,Toxicroak,,453,4,height,7,13,,Physical Dimensions
Croagunk,Toxicroak,,453,4,weight,230,444,,Physical Dimensions
Carnivine,,,455,4,hp,74,,,Combat Factors
Carnivine,,,455,4,attack,100,,,Combat Factors
Carnivine,,,455,4,defense,72,,,Combat Factors
Carnivine,,,455,4,special_attack,90,,,Combat Factors
Carnivine,,,455,4,special_defense,72,,,Combat Factors
Carnivine,,,455,4,speed,46,,,Combat Factors
Carnivine,,,455,4,height,14,,,Physical Dimensions
Carnivine,,,455,4,weight,270,,,Physical Dimensions
Finneon,Lumineon,,456,4,hp,49,69,,Combat Factors
Finneon,Lumineon,,456,4,attack,49,69,,Combat Factors
Finneon,Lumineon,,456,4,defense,56,76,,Combat Factors
Finneon,Lumineon,,456,4,special_attack,49,69,,Combat Factors
Finneon,Lumineon,,456,4,special_defense,61,86,,Combat Factors
Finneon,Lumineon,,456,4,speed,66,91,,Combat Factors
Finneon,Lumineon,,456,4,height,4,12,,Physical Dimensions
Finneon,Lumineon,,456,4,weight,70,240,,Physical Dimensions
Snover,Abomasnow,,459,4,hp,60,90,,Combat Factors
Snover,Abomasnow,,459,4,attack,62,92,,Combat Factors
Snover,Abomasnow,,459,4,defense,50,75,,Combat Factors
Snover,Abomasnow,,459,4,special_attack,62,92,,Combat Factors
Snover,Abomasnow,,459,4,special_defense,60,85,,Combat Factors
Snover,Abomasnow,,459,4,speed,40,60,,Combat Factors
Snover,Abomasnow,,459,4,height,10,22,,Physical Dimensions
Snover,Abomasnow,,459,4,weight,505,1355,,Physical Dimensions
Rotom,,,479,4,hp,50,,,Combat Factors
Rotom,,,479,4,attack,50,,,Combat Factors
Rotom,,,479,4,defense,77,,,Combat Factors
Rotom,,,479,4,special_attack,95,,,Combat Factors
Rotom,,,479,4,special_defense,77,,,Combat Factors
Rotom,,,479,4,speed,91,,,Combat Factors
Rotom,,,479,4,height,3,,,Physical Dimensions
Rotom,,,479,4,weight,3,,,Physical Dimensions
Uxie,,,480,4,hp,75,,,Combat Factors
Uxie,,,480,4,attack,75,,,Combat Factors
Uxie,,,480,4,defense,130,,,Combat Factors
Uxie,,,480,4,special_attack,75,,,Combat Factors
Uxie,,,480,4,special_defense,130,,,Combat Factors
Uxie,,,480,4,speed,95,,,Combat Factors
Uxie,,,480,4,height,3,,,Physical Dimensions
Uxie,,,480,4,weight,3,,,Physical Dimensions
Mesprit,,,481,4,hp,80,,,Combat Factors
Mesprit,,,481,4,attack,105,,,Combat Factors
Mesprit,,,481,4,defense,105,,,Combat Factors
Mesprit,,,481,4,special_attack,105,,,Combat Factors
Mesprit,,,481,4,special_defense,105,,,Combat Factors
Mesprit,,,481,4,speed,80,,,Combat Factors
Mesprit,,,481,4,height,3,,,Physical Dimensions
Mesprit,,,481,4,weight,3,,,Physical Dimensions
Azelf,,,482,4,hp,75,,,Combat Factors
Azelf,,,482,4,attack,125,,,Combat Factors
Azelf,,,482,4,defense,70,,,Combat Factors
Azelf,,,482,4,special_attack,125,,,Combat Factors
Azelf,,,482,4,special_defense,70,,,Combat Factors
Azelf,,,482,4,speed,115,,,Combat Factors
Azelf,,,482,4,height,3,,,Physical Dimensions
Azelf,,,482,4,weight,3,,,Physical Dimensions
Dialga,,,483,4,hp,100,,,Combat Factors
Dialga,,,483,4,attack,120,,,Combat Factors
Dialga,,,483,4,defense,120,,,Combat Factors
Dialga,,,483,4,special_attack,150,,,Combat Factors
Dialga,,,483,4,special_defense,100,,,Combat Factors
Dialga,,,483,4,speed,90,,,Combat Factors
Dialga,,,483,4,height,54,,,Physical Dimensions
Dialga,,,483,4,weight,6830,,,Physical Dimensions
Palkia,,,484,4,hp,90,,,Combat Factors
Palkia,,,484,4,attack,120,,,Combat Factors
Palkia,,,484,4,defense,100,,,Combat Factors
Palkia,,,484,4,special_attack,150,,,Combat Factors
Palkia,,,484,4,special_defense,120,,,Combat Factors
Palkia,,,484,4,speed,100,,,Combat Factors
Palkia,,,484,4,height,42,,,Physical Dimensions
Palkia,,,484,4,weight,3360,,,Physical Dimensions
Heatran,,,485,4,hp,91,,,Combat Factors
Heatran,,,485,4,attack,90,,,Combat Factors
Heatran,,,485,4,defense,106,,,Combat Factors
Heatran,,,485,4,special_attack,130,,,Combat Factors
Heatran,,,485,4,special_defense,106,,,Combat Factors
Heatran,,,485,4,speed,77,,,Combat Factors
Heatran,,,485,4,height,17,,,Physical Dimensions
Heatran,,,485,4,weight,4300,,,Physical Dimensions
Regigigas,,,486,4,hp,110,,,Combat Factors
Regigigas,,,486,4,attack,160,,,Combat Factors
Regigigas,,,486,4,defense,110,,,Combat Factors
Regigigas,,,486,4,special_attack,80,,,Combat Factors
Regigigas,,,486,4,special_defense,110,,,Combat Factors
Regigigas,,,486,4,speed,100,,,Combat Factors
Regigigas,,,486,4,height,37,,,Physical Dimensions
Regigigas,,,486,4,weight,4200,,,Physical Dimensions
Giratina,,,487,4,hp,150,,,Combat Factors
Giratina,,,487,4,attack,100,,,Combat Factors
Giratina,,,487,4,defense,120,,,Combat Factors
Giratina,,,487,4,special_attack,100,,,Combat Factors
Giratina,,,487,4,special_defense,120,,,Combat Factors
Giratina,,,487,4,speed,90,,,Combat Factors
Giratina,,,487,4,height,45,,,Physical Dimensions
Giratina,,,487,4,weight,7500,,,Physical Dimensions
Cresselia,,,488,4,hp,120,,,Combat Factors
Cresselia,,,488,4,attack,70,,,Combat Factors
Cresselia,,,488,4,defense,120,,,Combat Factors
Cresselia,,,488,4,special_attack,75,,,Combat Factors
Cresselia,,,488,4,special_defense,130,,,Combat Factors
Cresselia,,,488,4,speed,85,,,Combat Factors
Cresselia,,,488,4,height,15,,,Physical Dimensions
Cresselia,,,488,4,weight,856,,,Physical Dimensions
Phione,,,489,4,hp,80,,,Combat Factors
Phione,,,489,4,attack,80,,,Combat Factors
Phione,,,489,4,defense,80,,,Combat Factors
Phione,,,489,4,special_attack,80,,,Combat Factors
Phione,,,489,4,special_defense,80,,,Combat Factors
Phione,,,489,4,speed,80,,,Combat Factors
Phione,,,489,4,height,4,,,Physical Dimensions
Phione,,,489,4,weight,31,,,Physical Dimensions
Manaphy,,,490,4,hp,100,,,Combat Factors
Manaphy,,,490,4,attack,100,,,Combat Factors
Manaphy,,,490,4,defense,100,,,Combat Factors
Manaphy,,,490,4,special_attack,100,,,Combat Factors
Manaphy,,,490,4,special_defense,100,,,Combat Factors
Manaphy,,,490,4,speed,100,,,Combat Factors
Manaphy,,,490,4,height,3,,,Physical Dimensions
Manaphy,,,490,4,weight,14,,,Physical Dimensions
Darkrai,,,491,4,hp,70,,,Combat Factors
Darkrai,,,491,4,attack,90,,,Combat Factors
Darkrai,,,491,4,defense,90,,,Combat Factors
Darkrai,,,491,4,special_attack,135,,,Combat Factors
Darkrai,,,491,4,special_defense,90,,,Combat Factors
Darkrai,,,491,4,speed,125,,,Combat Factors
Darkrai,,,491,4,height,15,,,Physical Dimensions
Darkrai,,,491,4,weight,505,,,Physical Dimensions
Shaymin,,,492,4,hp,100,,,Combat Factors
Shaymin,,,492,4,attack,100,,,Combat Factors
Shaymin,,,492,4,defense,100,,,Combat Factors
Shaymin,,,492,4,special_attack,100,,,Combat Factors
Shaymin,,,492,4,special_defense,100,,,Combat Factors
Shaymin,,,492,4,speed,100,,,Combat Factors
Shaymin,,,492,4,height,2,,,Physical Dimensions
Shaymin,,,492,4,weight,21,,,Physical Dimensions
Arceus,,,493,4,hp,120,,,Combat Factors
Arceus,,,493,4,attack,120,,,Combat Factors
Arceus,,,493,4,defense,120,,,Combat Factors
Arceus,,,493,4,special_attack,120,,,Combat Factors
Arceus,,,493,4,special_defense,120,,,Combat Factors
Arceus,,,493,4,speed,120,,,Combat Factors
Arceus,,,493,4,height,32,,,Physical Dimensions
Arceus,,,493,4,weight,3200,,,Physical Dimensions
Victini,,,494,5,hp,100,,,Combat Factors
Victini,,,494,5,attack,100,,,Combat Factors
Victini,,,494,5,defense,100,,,Combat Factors
Victini,,,494,5,special_attack,100,,,Combat Factors
Victini,,,494,5,special_defense,100,,,Combat Factors
Victini,,,494,5,speed,100,,,Combat Factors
Victini,,,494,5,height,4,,,Physical Dimensions
Victini,,,494,5,weight,40,,,Physical Dimensions
Snivy,Servine,Serperior,495,5,hp,45,60,75,Combat Factors
Snivy,Servine,Serperior,495,5,attack,45,60,75,Combat Factors
Snivy,Servine,Serperior,495,5,defense,55,75,95,Combat Factors
Snivy,Servine,Serperior,495,5,special_attack,45,60,75,Combat Factors
Snivy,Servine,Serperior,495,5,special_defense,55,75,95,Combat Factors
Snivy,Servine,Serperior,495,5,speed,63,83,113,Combat Factors
Snivy,Servine,Serperior,495,5,height,6,8,33,Physical Dimensions
Snivy,Servine,Serperior,495,5,weight,81,160,630,Physical Dimensions
Tepig,Pignite,Emboar,498,5,hp,65,90,110,Combat Factors
Tepig,Pignite,Emboar,498,5,attack,63,93,123,Combat Factors
Tepig,Pignite,Emboar,498,5,defense,45,55,65,Combat Factors
Tepig,Pignite,Emboar,498,5,special_attack,45,70,100,Combat Factors
Tepig,Pignite,Emboar,498,5,special_defense,45,55,65,Combat Factors
Tepig,Pignite,Emboar,498,5,speed,45,55,65,Combat Factors
Tepig,Pignite,Emboar,498,5,height,5,10,16,Physical Dimensions
Tepig,Pignite,Emboar,498,5,weight,99,555,1500,Physical Dimensions
Oshawott,Dewott,Samurott,501,5,hp,55,75,95,Combat Factors
Oshawott,Dewott,Samurott,501,5,attack,55,75,100,Combat Factors
Oshawott,Dewott,Samurott,501,5,defense,45,60,85,Combat Factors
Oshawott,Dewott,Samurott,501,5,special_attack,63,83,108,Combat Factors
Oshawott,Dewott,Samurott,501,5,special_defense,45,60,70,Combat Factors
Oshawott,Dewott,Samurott,501,5,speed,45,60,70,Combat Factors
Oshawott,Dewott,Samurott,501,5,height,5,8,15,Physical Dimensions
Oshawott,Dewott,Samurott,501,5,weight,59,245,946,Physical Dimensions
Patrat,Watchog,,504,5,hp,45,60,,Combat Factors
Patrat,Watchog,,504,5,attack,55,85,,Combat Factors
Patrat,Watchog,,504,5,defense,39,69,,Combat Factors
Patrat,Watchog,,504,5,special_attack,35,60,,Combat Factors
Patrat,Watchog,,504,5,special_defense,39,69,,Combat Factors
Patrat,Watchog,,504,5,speed,42,77,,Combat Factors
Patrat,Watchog,,504,5,height,5,11,,Physical Dimensions
Patrat,Watchog,,504,5,weight,116,270,,Physical Dimensions
Lillipup,Herdier,Stoutland,506,5,hp,45,65,85,Combat Factors
Lillipup,Herdier,Stoutland,506,5,attack,60,80,110,Combat Factors
Lillipup,Herdier,Stoutland,506,5,defense,45,65,90,Combat Factors
Lillipup,Herdier,Stoutland,506,5,special_attack,25,35,45,Combat Factors
Lillipup,Herdier,Stoutland,506,5,special_defense,45,65,90,Combat Factors
Lillipup,Herdier,Stoutland,506,5,speed,55,60,80,Combat Factors
Lillipup,Herdier,Stoutland,506,5,height,4,9,12,Physical Dimensions
Lillipup,Herdier,Stoutland,506,5,weight,41,147,610,Physical Dimensions
Purrloin,Liepard,,509,5,hp,41,64,,Combat Factors
Purrloin,Liepard,,509,5,attack,50,88,,Combat Factors
Purrloin,Liepard,,509,5,defense,37,50,,Combat Factors
Purrloin,Liepard,,509,5,special_attack,50,88,,Combat Factors
Purrloin,Liepard,,509,5,special_defense,37,50,,Combat Factors
Purrloin,Liepard,,509,5,speed,66,106,,Combat Factors
Purrloin,Liepard,,509,5,height,4,11,,Physical Dimensions
Purrloin,Liepard,,509,5,weight,101,375,,Physical Dimensions
Pansage,Simisage,,511,5,hp,50,75,,Combat Factors
Pansage,Simisage,,511,5,attack,53,98,,Combat Factors
Pansage,Simisage,,511,5,defense,48,63,,Combat Factors
Pansage,Simisage,,511,5,special_attack,53,98,,Combat Factors
Pansage,Simisage,,511,5,special_defense,48,63,,Combat Factors
Pansage,Simisage,,511,5,speed,64,101,,Combat Factors
Pansage,Simisage,,511,5,height,6,11,,Physical Dimensions
Pansage,Simisage,,511,5,weight,105,305,,Physical Dimensions
Pansear,Simisear,,513,5,hp,50,75,,Combat Factors
Pansear,Simisear,,513,5,attack,53,98,,Combat Factors
Pansear,Simisear,,513,5,defense,48,63,,Combat Factors
Pansear,Simisear,,513,5,special_attack,53,98,,Combat Factors
Pansear,Simisear,,513,5,special_defense,48,63,,Combat Factors
Pansear,Simisear,,513,5,speed,64,101,,Combat Factors
Pansear,Simisear,,513,5,height,6,10,,Physical Dimensions
Pansear,Simisear,,513,5,weight,110,280,,Physical Dimensions
Panpour,Simipour,,515,5,hp,50,75,,Combat Factors
Panpour,Simipour,,515,5,attack,53,98,,Combat Factors
Panpour,Simipour,,515,5,defense,48,63,,Combat Factors
Panpour,Simipour,,515,5,special_attack,53,98,,Combat Factors
Panpour,Simipour,,515,5,special_defense,48,63,,Combat Factors
Panpour,Simipour,,515,5,speed,64,101,,Combat Factors
Panpour,Simipour,,515,5,height,6,10,,Physical Dimensions
Panpour,Simipour,,515,5,weight,135,290,,Physical Dimensions
Munna,Musharna,,517,5,hp,76,116,,Combat Factors
Munna,Musharna,,517,5,attack,25,55,,Combat Factors
Munna,Musharna,,517,5,defense,45,85,,Combat Factors
Munna,Musharna,,517,5,special_attack,67,107,,Combat Factors
Munna,Musharna,,517,5,special_defense,55,95,,Combat Factors
Munna,Musharna,,517,5,speed,24,29,,Combat Factors
Munna,Musharna,,517,5,height,6,11,,Physical Dimensions
Munna,Musharna,,517,5,weight,233,605,,Physical Dimensions
Pidove,Tranquill,Unfezant,519,5,hp,50,62,80,Combat Factors
Pidove,Tranquill,Unfezant,519,5,attack,55,77,115,Combat Factors
Pidove,Tranquill,Unfezant,519,5,defense,50,62,80,Combat Factors
Pidove,Tranquill,Unfezant,519,5,special_attack,36,50,65,Combat Factors
Pidove,Tranquill,Unfezant,519,5,special_defense,30,42,55,Combat Factors
Pidove,Tranquill,Unfezant,519,5,speed,43,65,93,Combat Factors
Pidove,Tranquill,Unfezant,519,5,height,3,6,12,Physical Dimensions
Pidove,Tranquill,Unfezant,519,5,weight,21,150,290,Physical Dimensions
Blitzle,Zebstrika,,522,5,hp,45,75,,Combat Factors
Blitzle,Zebstrika,,522,5,attack,60,100,,Combat Factors
Blitzle,Zebstrika,,522,5,defense,32,63,,Combat Factors
Blitzle,Zebstrika,,522,5,special_attack,50,80,,Combat Factors
Blitzle,Zebstrika,,522,5,special_defense,32,63,,Combat Factors
Blitzle,Zebstrika,,522,5,speed,76,116,,Combat Factors
Blitzle,Zebstrika,,522,5,height,8,16,,Physical Dimensions
Blitzle,Zebstrika,,522,5,weight,298,795,,Physical Dimensions
Roggenrola,Boldore,Gigalith,524,5,hp,55,70,85,Combat Factors
Roggenrola,Boldore,Gigalith,524,5,attack,75,105,135,Combat Factors
Roggenrola,Boldore,Gigalith,524,5,defense,85,105,130,Combat Factors
Roggenrola,Boldore,Gigalith,524,5,special_attack,25,50,60,Combat Factors
Roggenrola,Boldore,Gigalith,524,5,special_defense,25,40,80,Combat Factors
Roggenrola,Boldore,Gigalith,524,5,speed,15,20,25,Combat Factors
Roggenrola,Boldore,Gigalith,524,5,height,4,9,17,Physical Dimensions
Roggenrola,Boldore,Gigalith,524,5,weight,180,1020,2600,Physical Dimensions
Woobat,Swoobat,,527,5,hp,65,67,,Combat Factors
Woobat,Swoobat,,527,5,attack,45,57,,Combat Factors
Woobat,Swoobat,,527,5,defense,43,55,,Combat Factors
Woobat,Swoobat,,527,5,special_attack,55,77,,Combat Factors
Woobat,Swoobat,,527,5,special_defense,43,55,,Combat Factors
Woobat,Swoobat,,527,5,speed,72,114,,Combat Factors
Woobat,Swoobat,,527,5,height,4,9,,Physical Dimensions
Woobat,Swoobat,,527,5,weight,21,105,,Physical Dimensions
Drilbur,Excadrill,,529,5,hp,60,110,,Combat Factors
Drilbur,Excadrill,,529,5,attack,85,135,,Combat Factors
Drilbur,Excadrill,,529,5,defense,40,60,,Combat Factors
Drilbur,Excadrill,,529,5,special_attack,30,50,,Combat Factors
Drilbur,Excadrill,,529,5,special_defense,45,65,,Combat Factors
Drilbur,Excadrill,,529,5,speed,68,88,,Combat Factors
Drilbur,Excadrill,,529,5,height,3,7,,Physical Dimensions
Drilbur,Excadrill,,529,5,weight,85,404,,Physical Dimensions
Audino,,,531,5,hp,103,,,Combat Factors
Audino,,,531,5,attack,60,,,Combat Factors
Audino,,,531,5,defense,86,,,Combat Factors
Audino,,,531,5,special_attack,60,,,Combat Factors
Audino,,,531,5,special_defense,86,,,Combat Factors
Audino,,,531,5,speed,50,,,Combat Factors
Audino,,,531,5,height,11,,,Physical Dimensions
Audino,,,531,5,weight,310,,,Physical Dimensions
Timburr,Gurdurr,Conkeldurr,532,5,hp,75,85,105,Combat Factors
Timburr,Gurdurr,Conkeldurr,532,5,attack,80,105,140,Combat Factors
Timburr,Gurdurr,Conkeldurr,532,5,defense,55,85,95,Combat Factors
Timburr,Gurdurr,Conkeldurr,532,5,special_attack,25,40,55,Combat Factors
Timburr,Gurdurr,Conkeldurr,532,5,special_defense,35,50,65,Combat Factors
Timburr,Gurdurr,Conkeldurr,532,5,speed,35,40,45,Combat Factors
Timburr,Gurdurr,Conkeldurr,532,5,height,6,12,14,Physical Dimensions
Timburr,Gurdurr,Conkeldurr,532,5,weight,125,400,870,Physical Dimensions
Tympole,Palpitoad,Seismitoad,535,5,hp,50,75,105,Combat Factors
Tympole,Palpitoad,Seismitoad,535,5,attack,50,65,95,Combat Factors
Tympole,Palpitoad,Seismitoad,535,5,defense,40,55,75,Combat Factors
Tympole,Palpitoad,Seismitoad,535,5,special_attack,50,65,85,Combat Factors
Tympole,Palpitoad,Seismitoad,535,5,special_defense,40,55,75,Combat Factors
Tympole,Palpitoad,Seismitoad,535,5,speed,64,69,74,Combat Factors
Tympole,Palpitoad,Seismitoad,535,5,height,5,8,15,Physical Dimensions
Tympole,Palpitoad,Seismitoad,535,5,weight,45,170,620,Physical Dimensions
Throh,,,538,5,hp,120,,,Combat Factors
Throh,,,538,5,attack,100,,,Combat Factors
Throh,,,538,5,defense,85,,,Combat Factors
Throh,,,538,5,special_attack,30,,,Combat Factors
Throh,,,538,5,special_defense,85,,,Combat Factors
Throh,,,538,5,speed,45,,,Combat Factors
Throh,,,538,5,height,13,,,Physical Dimensions
Throh,,,538,5,weight,555,,,Physical Dimensions
Sawk,,,539,5,hp,75,,,Combat Factors
Sawk,,,539,5,attack,125,,,Combat Factors
Sawk,,,539,5,defense,75,,,Combat Factors
Sawk,,,539,5,special_attack,30,,,Combat Factors
Sawk,,,539,5,special_defense,75,,,Combat Factors
Sawk,,,539,5,speed,85,,,Combat Factors
Sawk,,,539,5,height,14,,,Physical Dimensions
Sawk,,,539,5,weight,510,,,Physical Dimensions
Sewaddle,Swadloon,Leavanny,540,5,hp,45,55,75,Combat Factors
Sewaddle,Swadloon,Leavanny,540,5,attack,53,63,103,Combat Factors
Sewaddle,Swadloon,Leavanny,540,5,defense,70,90,80,Combat Factors
Sewaddle,Swadloon,Leavanny,540,5,special_attack,40,50,70,Combat Factors
Sewaddle,Swadloon,Leavanny,540,5,special_defense,60,80,80,Combat Factors
Sewaddle,Swadloon,Leavanny,540,5,speed,42,42,92,Combat Factors
Sewaddle,Swadloon,Leavanny,540,5,height,3,5,12,Physical Dimensions
Sewaddle,Swadloon,Leavanny,540,5,weight,25,73,205,Physical Dimensions
Venipede,Whirlipede,Scolipede,543,5,hp,30,40,60,Combat Factors
Venipede,Whirlipede,Scolipede,543,5,attack,45,55,100,Combat Factors
Venipede,Whirlipede,Scolipede,543,5,defense,59,99,89,Combat Factors
Venipede,Whirlipede,Scolipede,543,5,special_attack,30,40,55,Combat Factors
Venipede,Whirlipede,Scolipede,543,5,special_defense,39,79,69,Combat Factors
Venipede,Whirlipede,Scolipede,543,5,speed,57,47,112,Combat Factors
Venipede,Whirlipede,Scolipede,543,5,height,4,12,25,Physical Dimensions
Venipede,Whirlipede,Scolipede,543,5,weight,53,585,2005,Physical Dimensions
Cottonee,Whimsicott,,546,5,hp,40,60,,Combat Factors
Cottonee,Whimsicott,,546,5,attack,27,67,,Combat Factors
Cottonee,Whimsicott,,546,5,defense,60,85,,Combat Factors
Cottonee,Whimsicott,,546,5,special_attack,37,77,,Combat Factors
Cottonee,Whimsicott,,546,5,special_defense,50,75,,Combat Factors
Cottonee,Whimsicott,,546,5,speed,66,116,,Combat Factors
Cottonee,Whimsicott,,546,5,height,3,7,,Physical Dimensions
Cottonee,Whimsicott,,546,5,weight,6,66,,Physical Dimensions
Petilil,Lilligant,,548,5,hp,45,70,,Combat Factors
Petilil,Lilligant,,548,5,attack,35,60,,Combat Factors
Petilil,Lilligant,,548,5,defense,50,75,,Combat Factors
Petilil,Lilligant,,548,5,special_attack,70,110,,Combat Factors
Petilil,Lilligant,,548,5,special_defense,50,75,,Combat Factors
Petilil,Lilligant,,548,5,speed,30,90,,Combat Factors
Petilil,Lilligant,,548,5,height,5,11,,Physical Dimensions
Petilil,Lilligant,,548,5,weight,66,163,,Physical Dimensions
Basculin,Basculegion,,550,5,hp,70,120,,Combat Factors
Basculin,Basculegion,,550,5,attack,92,112,,Combat Factors
Basculin,Basculegion,,550,5,defense,65,65,,Combat Factors
Basculin,Basculegion,,550,5,special_attack,80,80,,Combat Factors
Basculin,Basculegion,,550,5,special_defense,55,75,,Combat Factors
Basculin,Basculegion,,550,5,speed,98,78,,Combat Factors
Basculin,Basculegion,,550,5,height,10,30,,Physical Dimensions
Basculin,Basculegion,,550,5,weight,180,1110,,Physical Dimensions
Sandile,Krokorok,Krookodile,551,5,hp,50,60,95,Combat Factors
Sandile,Krokorok,Krookodile,551,5,attack,72,82,117,Combat Factors
Sandile,Krokorok,Krookodile,551,5,defense,35,45,80,Combat Factors
Sandile,Krokorok,Krookodile,551,5,special_attack,35,45,65,Combat Factors
Sandile,Krokorok,Krookodile,551,5,special_defense,35,45,70,Combat Factors
Sandile,Krokorok,Krookodile,551,5,speed,65,74,92,Combat Factors
Sandile,Krokorok,Krookodile,551,5,height,7,10,15,Physical Dimensions
Sandile,Krokorok,Krookodile,551,5,weight,152,334,963,Physical Dimensions
Darumaka,Darmanitan,,554,5,hp,70,105,,Combat Factors
Darumaka,Darmanitan,,554,5,attack,90,140,,Combat Factors
Darumaka,Darmanitan,,554,5,defense,45,55,,Combat Factors
Darumaka,Darmanitan,,554,5,special_attack,15,30,,Combat Factors
Darumaka,Darmanitan,,554,5,special_defense,45,55,,Combat Factors
Darumaka,Darmanitan,,554,5,speed,50,95,,Combat Factors
Darumaka,Darmanitan,,554,5,height,6,13,,Physical Dimensions
Darumaka,Darmanitan,,554,5,weight,375,929,,Physical Dimensions
Maractus,,,556,5,hp,75,,,Combat Factors
Maractus,,,556,5,attack,86,,,Combat Factors
Maractus,,,556,5,defense,67,,,Combat Factors
Maractus,,,556,5,special_attack,106,,,Combat Factors
Maractus,,,556,5,special_defense,67,,,Combat Factors
Maractus,,,556,5,speed,60,,,Combat Factors
Maractus,,,556,5,height,10,,,Physical Dimensions
Maractus,,,556,5,weight,280,,,Physical Dimensions
Dwebble,Crustle,,557,5,hp,50,70,,Combat Factors
Dwebble,Crustle,,557,5,attack,65,105,,Combat Factors
Dwebble,Crustle,,557,5,defense,85,125,,Combat Factors
Dwebble,Crustle,,557,5,special_attack,35,65,,Combat Factors
Dwebble,Crustle,,557,5,special_defense,35,75,,Combat Factors
Dwebble,Crustle,,557,5,speed,55,45,,Combat Factors
Dwebble,Crustle,,557,5,height,3,14,,Physical Dimensions
Dwebble,Crustle,,557,5,weight,145,2000,,Physical Dimensions
Scraggy,Scrafty,,559,5,hp,50,65,,Combat Factors
Scraggy,Scrafty,,559,5,attack,75,90,,Combat Factors
Scraggy,Scrafty,,559,5,defense,70,115,,Combat Factors
Scraggy,Scrafty,,559,5,special_attack,35,45,,Combat Factors
Scraggy,Scrafty,,559,5,special_defense,70,115,,Combat Factors
Scraggy,Scrafty,,559,5,speed,48,58,,Combat Factors
Scraggy,Scrafty,,559,5,height,6,11,,Physical Dimensions
Scraggy,Scrafty,,559,5,weight,118,300,,Physical Dimensions
Sigilyph,,,561,5,hp,72,,,Combat Factors
Sigilyph,,,561,5,attack,58,,,Combat Factors
Sigilyph,,,561,5,defense,80,,,Combat Factors
Sigilyph,,,561,5,special_attack,103,,,Combat Factors
Sigilyph,,,561,5,special_defense,80,,,Combat Factors
Sigilyph,,,561,5,speed,97,,,Combat Factors
Sigilyph,,,561,5,height,14,,,Physical Dimensions
Sigilyph,,,561,5,weight,140,,,Physical Dimensions
Yamask,Cofagrigus,,562,5,hp,38,58,,Combat Factors
Yamask,Cofagrigus,,562,5,attack,30,50,,Combat Factors
Yamask,Cofagrigus,,562,5,defense,85,145,,Combat Factors
Yamask,Cofagrigus,,562,5,special_attack,55,95,,Combat Factors
Yamask,Cofagrigus,,562,5,special_defense,65,105,,Combat Factors
Yamask,Cofagrigus,,562,5,speed,30,30,,Combat Factors
Yamask,Cofagrigus,,562,5,height,5,17,,Physical Dimensions
Yamask,Cofagrigus,,562,5,weight,15,765,,Physical Dimensions
Yamask,Runerigus,,562,5,hp,38,58,,Combat Factors
Yamask,Runerigus,,562,5,attack,30,95,,Combat Factors
Yamask,Runerigus,,562,5,defense,85,145,,Combat Factors
Yamask,Runerigus,,562,5,special_attack,55,50,,Combat Factors
Yamask,Runerigus,,562,5,special_defense,65,105,,Combat Factors
Yamask,Runerigus,,562,5,speed,30,30,,Combat Factors
Yamask,Runerigus,,562,5,height,5,16,,Physical Dimensions
