id,name,thumbnail,Vehicle Class,Manufacturer,Available from,Storage Location,Modifications,Title Update,Sell,Release Date,Based on (Real Life Vehicle),In-Game Model Name,Seats / Capacity,Weight (KG),Drivetrain,Gears,Request Delivery,Game Edition/Mode,Top Speed - Real (Broughy),GTA Online Price,Sell Price - Resale,Speed (Stat),Acceleration,Braking,Handling (Traction / Agility),Overall Rating,Vehicle Feature 1,Vehicle Feature 2,Source,Last Updated
387,Voltic,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/voltic_320x180.jpg,Super,Coil,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,"Tesla Roadster, Lotus Elise",voltic,2,1030,Rear-Wheel Drive,1,Mechanic,GTA V Story Mode,106,150000,90000,77.799942,90,33.333336,76.666664,69.4499855,Electric Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
386,Visione,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/visione_320x180.jpg,Super,Grotti,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.41 Smuggler's Run,Can be sold only if purchased (High-End),2017-08-29,"Ferrari Xezri Conept, McLaren P1, Ferrari 458, LaFerrari",visione,2,1400,Rear-Wheel Drive,6,Mechanic,GTA Online,125.25,2250000,1350000,86.331108,92.5,37.333332,91.686371,76.96270275,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
385,Vagner,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/vagner_320x180.jpg,Super,Dewbauchee,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.40 Gunrunning Pack,Can be sold only if purchased (High-End),2017-06-30,"Aston Martin Valkyrie, Jaguar C-X75, Nio EP9",vagner,2,1000,Rear-Wheel Drive,6,Mechanic,GTA Online,126.75,1535000,921000,86.331108,92.5,37.333332,91.686371,76.96270275,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
384,Vacca,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/vacca_320x180.jpg,Super,Pegassi,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,"Lamborghini Gallardo, McLaren MP4-12C",vacca,2,1200,Rear-Wheel Drive,6,Mechanic,GTA V Story Mode,120.25,240000,144000,81.555809,75,33.333336,78.787872,67.16925425,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
383,Tyrus,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/tyrus_320x180.jpg,Super,Progen,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.35 Cunning Stunts,Can be sold only if purchased (High-End),2016-07-12,"McLaren F1 GTR Longtail, Saleen S7, Mosler MT900R",tyrus,2,915,Rear-Wheel Drive,6,Mechanic,GTA Online,123.5,2550000,1530000,86.38,92.75,40,90.9,77.5075,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
382,Turismo R,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/turismo-r_320x180.jpg,Super,Grotti,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.11 Business,Can be sold only if purchased (High-End),2014-03-04,"LaFerrari, McLaren P1, GTA Spano",turismor,2,1350,Rear-Wheel Drive,6,Mechanic,GTA Online,121.75,500000,300000,83.165451,88.249992,40,80.000008,72.85386275,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
381,Tempesta,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/tempesta_320x180.jpg,Super,Pegassi,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.37 Import/Export,Can be sold only if purchased (High-End),2016-12-13,"Lamborghini Huracán/Centenario, propsed 2015 Lotus Esprit",tempesta,2,1422,All-Wheel Drive,6,Mechanic,GTA Online,121.25,1329000,797400,84.238564,90,33.333336,80.30304,71.968735,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
380,T20,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/t20_320x180.jpg,Super,Progen,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.28 Ill-Gotten Gains Part 2,Can be sold only if purchased (High-End),2015-07-08,"McLaren P1, Tushek T600, Falcon F7",t20,2,1395,All-Wheel Drive,6,Mechanic,GTA V Story Mode,122.25,2200000,1320000,85.311661,88.5,33.333336,80.30304,71.86200925,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
379,Sultan RS,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/sultan-rs_320x180.jpg,Super,Karin,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.32 January 2016,Can be sold only if purchased (High-End),2016-01-28,"Lexus IS, Mitsubishi Lancer Evo VI, Subaru Impreza",sultanrs,2,1250,All-Wheel Drive,5,Mechanic,GTA Online,117.25,795000,477000,79.409599,82.500008,33.333336,75.757576,67.75012975,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
378,Rocket Voltic,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/rocket-voltic_320x180.jpg,Super,Coil,Warstock Cache & Carry,Vehicle Warehouse (Special),Los Santos Customs,1.37 Import/Export,Cannot be sold,2016-12-13,"Tesla Roadster, Lotus Elise",voltic2,2,1200,Rear-Wheel Drive,1,Interaction Menu - Special Vehicles,GTA Online,124.5,3830400,,77.799942,45,33.333336,76.666664,58.1999855,Special Vehicle,Electric Vehicle,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
377,Reaper,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/reaper_320x180.jpg,Super,Pegassi,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.34 Further Adventures in Finance and Felony,Can be sold only if purchased (High-End),2016-06-07,"Lamborghini Huracan, Centenario, Sesto Elemento, Lykan Hypersport",reaper,2,1300,Rear-Wheel Drive,6,Mechanic,GTA Online,121.75,1595000,957000,85.311661,91.25,36.666668,80.909096,73.53435625,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
376,RE-7B,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/re-7b_320x180.jpg,Super,Annis,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.35 Cunning Stunts,Can be sold only if purchased (High-End),2016-07-12,"Nissan R390 GT1, Mazda 787B, Aquila CR-1, Memo Rojas BMW, 2014 Audi R18 e-tron Quattro",le7b,2,880,Rear-Wheel Drive,6,Mechanic,GTA Online,123.5,2475000,1485000,86.38,92.75,36.67,91.16,76.74,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
375,Penetrator,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/penetrator_320x180.jpg,Super,Ocelot,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.37 Import/Export,Can be sold only if purchased (High-End),2016-12-13,"Jaguar XJ220, Saleen S7",penetrator,2,1470,All-Wheel Drive,5,Mechanic,GTA Online,124,880000,528000,85.579941,75,26.666668,78.181816,66.35710625,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
374,Osiris,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/osiris_320x180.jpg,Super,Pegassi,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.27 Ill-Gotten Gains Part 1,Can be sold only if purchased (High-End),2015-06-10,"Pagani Zonda & Hyurarauruaya, LaFerrari",osiris,2,1350,All-Wheel Drive,6,Mechanic,GTA V Story Mode,122,1950000,1170000,85.311661,88.5,33.333336,80.30304,71.86200925,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
373,Nero Custom,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/nero-custom_320x180.jpg,Super,Truffade,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.37 Import/Export,Can be sold only if purchased (High-End),2016-12-20,Bugatti Vision Gran Turismo,nero2,2,1800,All-Wheel Drive,6,Mechanic,GTA Online,127.25,605000,363000,85.955521,85.012505,36.666668,81.060608,72.1738255,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
372,Nero,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/nero_320x180.jpg,Super,Truffade,Benny's Original Motor Works,Garage (Personal Vehicle),Los Santos Customs,1.37 Import/Export,Can be sold only if purchased (High-End),2016-12-20,Bugatti Chiron,nero,2,1995,All-Wheel Drive,6,Mechanic,GTA Online,126.5,1440000,864000,85.848213,84.375,33.333336,80.30304,70.96489725,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
371,Itali GTB Custom,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/itali-gtb-custom_320x180.jpg,Super,Progen,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.37 Import/Export,Can be sold only if purchased (High-End),2017-01-10,"McLaren 570S/650S/P14, Trion Nemesis",italigtb2,2,1600,All-Wheel Drive,6,Mechanic,GTA Online,127,495000,297000,85.418976,85,40,81.329552,72.937132,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
370,Itali GTB,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/itali-gtb_320x180.jpg,Super,Progen,Benny's Original Motor Works,Garage (Personal Vehicle),Los Santos Customs,1.37 Import/Export,Can be sold only if purchased (High-End),2017-01-10,"McLaren 570S/650S/P14, Trion Nemesis",italigtb,2,1800,All-Wheel Drive,6,Mechanic,GTA Online,126.25,1189000,713400,85.311661,84.124992,36.666668,75.757576,70.46522425,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
369,Infernus,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/infernus_320x180.jpg,Super,Pegassi,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,"Lamborghini Murcielago, Lamborghini Diablo, Pagani Zonda",infernus,2,1200,All-Wheel Drive,6,Mechanic,GTA V Story Mode,117.75,440000,264000,80.482697,85,16.666668,80.30304,65.61310125,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
368,GP1,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/gp1_320x180.jpg,Super,Progen,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.38 Special Vehicle Circuit,Can be sold only if purchased (High-End),2017-03-14,McLaren F1,gp1,2,1100,Rear-Wheel Drive,6,Mechanic,GTA Online,123.75,1260000,756000,86.116493,92.5,40,84.76516,75.84541325,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
367,FMJ,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/fmj_320x180.jpg,Super,Vapid,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.34 Further Adventures in Finance and Felony,Can be sold only if purchased (High-End),2016-06-07,Ford GT/Aston Martin Vulcan,fmj,2,1315,Rear-Wheel Drive,6,Mechanic,GTA Online,125,1750000,1050000,84.989723,91.375,36.666668,81.818184,73.71239375,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
366,ETR1,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/etr1_320x180.jpg,Super,Emperor,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.35 Cunning Stunts,Can be sold only if purchased (High-End),2016-07-12,"Toyota 86/R&D Sport Subaru BRZ GT300, Toyota FT-1 Concept, Gazoo Racing Lexus LFA, Nissan GT-R Nismo GT3",sheava,2,1400,Rear-Wheel Drive,6,Mechanic,GTA Online,120.75,1995000,1197000,85.04,82.5,33.33,88.73,72.4,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
365,Entity XF,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/entity-xf_320x180.jpg,Super,Overflod,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,"Koenigsegg CC8S, Agera & Lamborghini Aventador (rear lights)",entityxf,2,1500,All-Wheel Drive,6,Mechanic,GTA V Story Mode,121.5,795000,477000,83.165451,82.500008,29.999998,83.333336,69.74969825,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
364,Cheetah,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/cheetah_320x180.jpg,Super,Grotti,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,"Ferrari Enzo, Koenigsegg Agera, Spania GTA Spano",cheetah,2,1400,Rear-Wheel Drive,6,Mechanic,GTA V Story Mode,120.25,650000,390000,82.092354,79.999992,26.666668,80.30304,67.2655135,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
363,Bullet,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/bullet_320x180.jpg,Super,Vapid,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,Ford GT,bullet,2,1100,Rear-Wheel Drive,5,Mechanic,GTA V Story Mode,118.75,155000,93000,81.555809,82.500008,26.666668,77.272728,66.99880325,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
362,Banshee 900R,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/banshee-900r_320x180.jpg,Super,Bravado,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.32 January 2016,Can be sold only if purchased (High-End),2016-01-28,"Hennessey Viper Venom 1000, Dodge Viper, Mazda RX-7, Aston Martin DB9",banshee2,2,1150,Rear-Wheel Drive,5,Mechanic,GTA Online,131,565000,322050,80.482697,86.875,33.333336,75.757576,69.11215225,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
361,Adder,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/adder_320x180.jpg,Super,Truffade,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,"Bugatti Super Veyron, Saab Aero-X",adder,2,1800,All-Wheel Drive,6,Mechanic,GTA Online,124.75,1000000,600000,85.848213,79.999992,33.333336,75.757576,68.73477925,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
360,811,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/811_320x180.jpg,Super,Pfister,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.34 Further Adventures in Finance and Felony,Can be sold only if purchased (High-End),2016-06-28,"Porsche 918 Hypercar, Koenigsegg Regera",pfister811,2,1600,All-Wheel Drive,6,Mechanic,GTA Online,132.5,1135000,681000,85.472633,89,37.333332,81.454544,73.31512725,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
359,Z-Type,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/z-type_320x180.jpg,Sports Classics,Truffade,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,Bugatti Type 57,ztype,2,1000,Rear-Wheel Drive,4,Mechanic,GTA V Story Mode,126.25,950000,570000,75.11718,55,13.333334,50,48.3626285,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
358,Turismo Classic,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/turismo-classic_320x180.jpg,Sports Classics,Grotti,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.38 Special Vehicle Circuit,Can be sold only if purchased (High-End),2017-04-04,"Ferrari F40, Testarossa, 348",turismo2,2,1100,Rear-Wheel Drive,6,Mechanic,GTA Online,120.75,705000,423000,81.824081,85,16.666668,80.30304,65.94844725,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
357,Tornado Rat Rod,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/tornado-rat-rod_320x180.jpg,Sports Classics,Declasse,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.36 Bikers,Can be sold only if purchased (High-End),2016-11-01,Chevrolet Fleetline (Fast & Furious),tornado6,2,2100,Rear-Wheel Drive,4,Mechanic,GTA Online,98.75,378000,226800,69.751678,70,8.333334,60.606064,52.172769,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
356,Tornado Custom,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/tornado-custom_320x180.jpg,Sports Classics,Declasse,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.33 Lowriders: Custom Classics,Can be sold only if purchased (High-End),2016-04-04,Chevrolet Bel Air,tornado5,2,2200,Rear-Wheel Drive,4,Mechanic,GTA Online,98.25,375000,225000,69.751678,40.25,8.5,56.060608,43.6405715,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
355,Tornado Convertible,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/tornado-convertible_320x180.jpg,Sports Classics,Declasse,Can be stolen / found,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if stolen,2013-09-17,Chevrolet Bel Air,tornado2,2,2100,Rear-Wheel Drive,4,Mechanic,GTA Online,98.25,,,69.751678,39.999996,8.333334,54.545456,43.157616,Convertible (Soft-top),Gang Vehicle,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
354,Tornado,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/tornado_320x180.jpg,Sports Classics,Declasse,Can be stolen / found,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,Chevrolet Bel Air,"tornado, tornado3",2,2100,Rear-Wheel Drive,4,Mechanic,GTA Online,98.25,30000,18000,69.751678,39.999996,8.333334,54.545456,43.157616,Gang Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
353,Torero,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/torero_320x180.jpg,Sports Classics,Pegassi,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.40 Gunrunning Pack,Can be sold only if purchased (High-End),2017-07-25,"Lamborghini Countach, Ferrari F40, Koenig Coutach, Ferrari 328",torero,2,1470,Rear-Wheel Drive,5,Mechanic,GTA Online,116.5,998000,598800,80.214424,75,16.666668,78.787872,62.667241,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
352,Stirling GT,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/stirling-gt_320x180.jpg,Sports Classics,Benefactor,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.27 Ill-Gotten Gains Part 1,Can be sold only if purchased (High-End),2015-06-10,"Mercedes-Benz 300SL, 300 SLR, Alfa Romeo Disco Volatne, 8C Competizione",feltzer3,2,1330,Rear-Wheel Drive,5,Mechanic,GTA V Story Mode,112,975000,585000,74.044083,75,26.666668,71.21212,61.73071775,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
351,Stinger GT,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/stinger-gt_320x180.jpg,Sports Classics,Grotti,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,"Alfa Romeo 33 Stradale, Daytona Le Mans Edition, Ferrari 250 GTO",stingergt,2,1100,Rear-Wheel Drive,5,Mechanic,GTA Online,112,875000,525000,77.799942,65,20,65.15152,56.9878655,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
350,Stinger (Topless),https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/stinger-topless_320x180.jpg,Sports Classics,Grotti,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,"Alfa Romeo 33 Stradale, Daytona Le Mans Edition, Ferrari 250 GTO",stinger,2,1100,Rear-Wheel Drive,5,Mechanic,GTA V Story Mode,112,850000,510000,77.799942,65,20,65.15152,56.9878655,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
349,Stinger,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/stinger_320x180.jpg,Sports Classics,Grotti,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,"Alfa Romeo 33 Stradale, Daytona Le Mans Edition, Ferrari 250 GTO",stinger,2,1100,Rear-Wheel Drive,5,Mechanic,GTA V Story Mode,112,850000,510000,77.799942,65,20,65.15152,56.9878655,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
348,Roosevelt Valor,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/roosevelt-valor_320x180.jpg,Sports Classics,Albany,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.32 Be My Valentine,Can be sold only if purchased (High-End),2016-02-10,Cadillac Town Sedan,btype3,6,2420,Rear-Wheel Drive,4,Mechanic,GTA Online,98.5,982000,589200,67.068924,67.5,18.333334,63.636364,54.1346555,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
347,Roosevelt,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/roosevelt_320x180.jpg,Sports Classics,Albany,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.10 Valentine's Day Massacre,Can be sold only if purchased (High-End),2014-02-13,Cadillac Town Sedan,btype,6,2400,Rear-Wheel Drive,4,Mechanic,GTA V Story Mode,98.5,750000,450000,67.068924,67.5,18.333334,63.636364,54.1346555,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
346,Retinue,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/retinue_320x180.jpg,Sports Classics,Vapid,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.41 Smuggler's Run,Can be sold only if purchased (High-End),2017-08-29,Ford Escort Mk. I,retinue,2,900,Rear-Wheel Drive,4,Mechanic,GTA Online,116.5,615000,369000,72.434425,72.5,16.666668,62.121212,55.93057625,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
345,Pigalle,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/pigalle_320x180.jpg,Sports Classics,Lampadati,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.14 I'm Not a Hipster,Can be sold only if purchased (High-End),2014-06-17,"Maserati Merak, Ghibli I, Citroen SM, Alpine A310",pigalle,2,1500,Front-Wheel Drive,5,Mechanic,GTA V Story Mode,121.25,400000,240000,79.946152,66.25,28.333334,71.515152,61.5111595,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
344,Peyote,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/peyote_320x180.jpg,Sports Classics,Vapid,Can be stolen / found,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,Ford Thunderbird,peyote,2,2100,Rear-Wheel Drive,4,Mechanic,GTA Online,98.25,38000,22800,69.751678,39.999996,8.333334,56.060608,43.536404,Gang Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
343,Monroe,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/monroe_320x180.jpg,Sports Classics,Pegassi,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,"Lamborghini Miura, aspects of Ferarri 250 GTO",monroe,2,1200,Rear-Wheel Drive,5,Mechanic,GTA V Story Mode,122,490000,294000,80.482697,70,21.666666,66.666672,59.70400875,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
342,Manana,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/manana_320x180.jpg,Sports Classics,Albany,Can be stolen / found,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,"Buick LeSabre, Cadillac Eldorado",manana,2,2100,Rear-Wheel Drive,4,Mechanic,GTA Online,98.25,10000,6000,69.751678,39.999996,8.333334,59.090912,44.29398,Gang Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
341,Mamba,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/mamba_320x180.jpg,Sports Classics,Declasse,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.31 Executives and Other Criminals,Can be sold only if purchased (High-End),2015-12-15,Shelby Cobra (AC Cobra),mamba,2,1160,Rear-Wheel Drive,4,Mechanic,GTA Online,117,995000,597000,79.409599,85,16.666668,75.757576,64.20846075,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
340,JB 700,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/jb-700_320x180.jpg,Sports Classics,Dewbauchee,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,Aston Martin DB5,jb700,2,1600,Rear-Wheel Drive,5,Mechanic,GTA V Story Mode,119.25,350000,210000,80.482697,65,20,65.15152,57.65855425,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
339,Infernus Classic,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/infernus-classic_320x180.jpg,Sports Classics,Pegassi,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.38 Special Vehicle Circuit,Can be sold only if purchased (High-End),2017-03-28,"Lamborghini Diablo, Cizeta V16T, Ferrari Testarossa",infernus2,2,1400,Rear-Wheel Drive,6,Mechanic,GTA Online,118,915000,549000,80.214424,82.500008,16.666668,79.848488,64.807397,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
338,FrÃ¤nken Stange,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/franken-stange_320x180.jpg,Sports Classics,Albany,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.30 Halloween Surprise,Can be sold only if purchased (High-End),2015-10-29,"Roosevelt, 1928 Cadillac 341A Town Sedan",btype2,4,1800,Rear-Wheel Drive,4,Mechanic,GTA Online,106.5,550000,330000,72.434425,88.75,18.333334,58.787884,59.57641075,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
337,Coquette Classic (Topless),https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/coquette-classic-topless_320x180.jpg,Sports Classics,Invetero,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.16 SA Flight School,Can be sold only if purchased (High-End),2014-08-19,Chevrolet Corvette C2,coquette2,2,1400,Rear-Wheel Drive,4,Mechanic,GTA V Story Mode,118,665000,399000,81.019249,85,16.666668,69.696968,63.09572125,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
336,Coquette Classic,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/coquette-classic_320x180.jpg,Sports Classics,Invetero,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.16 SA Flight School,Can be sold only if purchased (High-End),2014-08-19,Chevrolet Corvette C2,coquette2,2,1400,Rear-Wheel Drive,4,Mechanic,GTA Online,118,665000,399000,81.019249,85,16.666668,69.696968,63.09572125,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
